sepal.length	variety
9.6	Setosa
7.7	Virginica
7.2	Virginica
6.7	Versicolor
7.6	Virginica
9.7	Setosa
8.8	Versicolor
7.8	Virginica
9.1	Setosa
10.2	Versicolor
11.3	Versicolor
8.8	Virginica
4.5	Setosa
7.6	Setosa
8.0	Setosa
11.1	Versicolor
7.0	Versicolor
7.2	Setosa
10.7	Versicolor
9.8	Versicolor
6.9	Virginica
9.0	Versicolor
12.2	Virginica
6.9	Setosa
8.8	Virginica
6.5	Virginica
9.3	Setosa
7.0	Virginica
6.1	Versicolor
9.4	Setosa
10.5	Virginica
7.2	Virginica
6.1	Versicolor
10.4	Virginica
8.0	Setosa
7.4	Setosa
9.0	Versicolor
10.4	Virginica
5.7	Versicolor
8.5	Virginica
6.7	Virginica
8.7	Versicolor
7.2	Setosa
10.4	Virginica
8.4	Virginica
10.2	Versicolor
5.4	Setosa
9.1	Setosa
9.4	Virginica
7.5	Versicolor
7.4	Setosa
7.3	Virginica
7.5	Versicolor
8.3	Virginica
9.6	Virginica
9.4	Setosa
7.9	Virginica
10.1	Versicolor
7.0	Versicolor
6.1	Setosa
8.0	Versicolor
6.8	Virginica
7.9	Versicolor
10.0	Versicolor
6.8	Virginica
9.1	Setosa
5.4	Setosa
6.8	Setosa
8.2	Virginica
6.7	Setosa
8.5	Setosa
10.2	Virginica
8.7	Virginica
10.1	Virginica
8.2	Virginica
4.4	Setosa
6.8	Setosa
6.3	Setosa
4.8	Setosa
9.7	Virginica
9.3	Virginica
4.8	Setosa
9.8	Versicolor
7.1	Versicolor
9.2	Virginica
7.5	Setosa
9.8	Versicolor
8.7	Virginica
9.2	Versicolor
10.2	Virginica
9.2	Versicolor
10.3	Versicolor
6.9	Setosa
8.6	Setosa
6.3	Virginica
10.0	Setosa
9.1	Setosa
9.6	Setosa
7.3	Virginica
7.1	Setosa
10.5	Virginica
8.5	Setosa
5.3	Setosa
7.3	Virginica
6.2	Virginica
