sepal.width	petal.length	petal.width	variety
5.5	6.0	1.3	Versicolor
7.9	2.6	4.2	Setosa
5.6	9.1	5.3	Virginica
3.7	5.5	1.9	Setosa
6.7	5.8	4.9	Virginica
6.7	4.7	1.8	Versicolor
4.8	4.2	0.8	Setosa
5.2	2.8	4.7	Setosa
3.9	3.6	5.8	Versicolor
3.5	4.1	5.8	Versicolor
5.0	6.0	2.5	Virginica
5.1	4.9	3.6	Setosa
7.7	5.3	2.8	Versicolor
3.4	6.0	2.6	Versicolor
4.5	8.6	2.8	Virginica
6.1	5.9	6.1	Virginica
6.5	5.1	1.6	Setosa
3.0	6.2	3.8	Virginica
6.1	10.4	2.8	Virginica
7.9	4.0	0.4	Setosa
5.3	6.1	5.4	Virginica
4.4	5.9	1.7	Setosa
4.0	9.4	5.3	Virginica
5.0	5.0	4.7	Virginica
7.5	1.9	0.8	Setosa
7.5	1.4	4.2	Setosa
7.4	7.0	3.0	Versicolor
5.5	5.7	5.5	Versicolor
6.4	10.1	6.9	Virginica
4.2	4.5	5.0	Versicolor
6.3	8.2	2.2	Versicolor
4.7	5.5	2.0	Versicolor
5.0	4.7	2.7	Setosa
4.3	8.5	2.3	Versicolor
2.8	8.7	4.0	Virginica
3.9	7.4	4.8	Virginica
3.4	7.1	2.3	Virginica
7.7	6.6	5.0	Virginica
3.9	1.9	0.7	Setosa
7.0	2.6	0.7	Setosa
7.2	6.6	2.0	Versicolor
7.9	4.4	3.8	Setosa
5.3	7.8	1.5	Versicolor
7.0	7.8	2.8	Virginica
5.0	8.5	5.8	Virginica
6.8	6.0	1.8	Versicolor
2.6	5.5	4.0	Versicolor
8.3	8.7	3.2	Virginica
4.8	5.5	2.3	Versicolor
6.0	6.5	5.7	Versicolor
6.7	5.5	1.5	Versicolor
6.3	10.9	5.5	Virginica
7.0	3.0	3.6	Versicolor
4.1	3.9	3.7	Setosa
5.1	5.7	4.0	Versicolor
5.9	2.5	0.7	Setosa
3.8	7.9	2.8	Versicolor
4.4	3.2	2.4	Setosa
4.9	7.7	3.9	Versicolor
6.0	7.1	2.3	Virginica
7.0	9.4	5.6	Virginica
3.5	10.6	2.6	Virginica
6.5	6.3	2.2	Virginica
2.4	3.7	5.5	Versicolor
6.2	6.7	1.4	Versicolor
3.5	7.5	5.9	Virginica
2.7	7.6	3.1	Versicolor
4.8	8.6	3.0	Versicolor
5.2	7.9	6.3	Virginica
6.7	7.0	3.3	Virginica
4.7	9.4	5.8	Virginica
6.6	10.6	5.0	Virginica
5.3	4.5	3.3	Setosa
5.5	9.1	4.9	Versicolor
4.3	4.6	3.8	Versicolor
5.1	5.4	4.0	Versicolor
5.4	5.8	5.0	Versicolor
5.9	4.2	5.8	Versicolor
6.3	8.1	2.9	Virginica
6.9	4.8	2.3	Versicolor
5.0	1.9	4.2	Setosa
3.9	2.5	0.9	Setosa
4.4	6.3	1.6	Versicolor
3.8	1.9	1.4	Setosa
2.6	7.6	3.9	Virginica
3.1	3.6	4.2	Setosa
4.5	5.9	5.9	Versicolor
3.1	4.0	3.7	Setosa
4.8	5.6	4.2	Setosa
6.3	6.1	2.2	Virginica
2.8	7.9	4.0	Virginica
6.4	7.3	2.8	Versicolor
4.7	9.1	6.4	Virginica
6.0	6.5	1.5	Versicolor
3.2	3.7	3.2	Setosa
5.0	5.8	2.8	Setosa
7.7	3.4	0.2	Setosa
4.3	1.8	3.3	Setosa
7.5	6.7	1.2	Versicolor
6.0	8.4	5.0	Versicolor
4.2	8.3	4.8	Virginica
4.3	6.7	4.5	Virginica
3.8	9.6	3.0	Virginica
6.9	4.6	4.3	Versicolor
6.1	7.4	3.7	Versicolor
