sepal.length	variety
8.9	Versicolor
12.2	Virginica
6.3	Setosa
9.1	Versicolor
9.5	Versicolor
7.2	Virginica
9.7	Setosa
5.8	Virginica
6.3	Virginica
5.8	Setosa
7.1	Setosa
9.7	Versicolor
6.0	Versicolor
5.7	Versicolor
7.2	Setosa
10.3	Virginica
7.1	Setosa
9.4	Virginica
8.0	Setosa
7.7	Virginica
8.1	Versicolor
10.2	Virginica
7.5	Virginica
8.9	Versicolor
6.8	Versicolor
7.2	Versicolor
6.5	Virginica
5.3	Setosa
9.7	Versicolor
6.7	Setosa
9.6	Setosa
9.3	Virginica
11.9	Virginica
10.1	Virginica
9.8	Virginica
5.8	Virginica
6.9	Versicolor
8.3	Virginica
7.4	Virginica
7.7	Versicolor
10.3	Versicolor
7.1	Virginica
10.0	Versicolor
8.2	Versicolor
6.9	Setosa
6.4	Versicolor
5.0	Setosa
7.2	Virginica
9.9	Virginica
8.1	Setosa
6.6	Virginica
7.9	Virginica
8.0	Setosa
5.9	Setosa
7.1	Setosa
10.8	Versicolor
6.6	Setosa
9.0	Versicolor
9.9	Setosa
6.9	Versicolor
4.4	Setosa
11.8	Virginica
8.6	Setosa
7.3	Versicolor
10.5	Versicolor
10.2	Versicolor
9.7	Setosa
9.4	Setosa
6.5	Setosa
6.0	Versicolor
7.0	Versicolor
9.6	Versicolor
6.1	Setosa
8.6	Versicolor
7.0	Versicolor
6.3	Versicolor
7.0	Setosa
7.6	Versicolor
9.1	Setosa
7.9	Versicolor
7.6	Versicolor
10.2	Versicolor
5.3	Setosa
8.1	Setosa
7.7	Virginica
9.6	Versicolor
9.5	Virginica
6.5	Setosa
10.1	Virginica
7.5	Setosa
7.7	Setosa
8.5	Versicolor
7.8	Setosa
9.4	Virginica
10.3	Virginica
9.1	Virginica
7.7	Versicolor
8.0	Versicolor
7.8	Virginica
10.0	Versicolor
7.2	Virginica
11.2	Virginica
6.8	Setosa
9.2	Virginica
10.3	Virginica
