petal.width	variety
4.2	Setosa
3.7	Setosa
3.5	Versicolor
1.4	Setosa
3.7	Versicolor
0.9	Setosa
1.3	Versicolor
3.0	Versicolor
4.3	Versicolor
4.2	Setosa
3.1	Versicolor
5.4	Virginica
2.4	Versicolor
4.9	Virginica
4.9	Virginica
4.7	Setosa
2.4	Versicolor
1.7	Versicolor
1.3	Setosa
1.8	Versicolor
4.8	Virginica
3.7	Setosa
1.7	Setosa
4.4	Virginica
4.8	Versicolor
1.4	Setosa
2.1	Virginica
3.0	Versicolor
5.9	Versicolor
0.2	Setosa
4.2	Versicolor
3.0	Versicolor
1.7	Versicolor
2.0	Versicolor
3.2	Virginica
1.8	Versicolor
5.9	Versicolor
4.7	Setosa
4.1	Setosa
3.9	Versicolor
6.0	Virginica
4.5	Versicolor
1.8	Setosa
5.0	Versicolor
2.8	Versicolor
2.5	Versicolor
2.0	Versicolor
4.7	Setosa
3.4	Versicolor
1.7	Setosa
0.5	Setosa
4.5	Virginica
3.8	Virginica
3.8	Virginica
5.6	Virginica
1.3	Versicolor
2.6	Setosa
7.0	Virginica
5.8	Virginica
3.9	Virginica
3.6	Virginica
3.0	Virginica
2.2	Setosa
5.0	Versicolor
5.3	Virginica
2.2	Setosa
6.8	Virginica
3.6	Versicolor
3.4	Setosa
2.9	Setosa
1.8	Virginica
3.7	Virginica
3.7	Virginica
2.8	Setosa
3.2	Versicolor
2.3	Versicolor
5.7	Versicolor
5.5	Virginica
3.1	Versicolor
1.3	Versicolor
4.7	Setosa
3.9	Setosa
3.8	Versicolor
3.0	Versicolor
5.5	Virginica
2.1	Setosa
4.0	Versicolor
3.9	Virginica
0.8	Setosa
4.2	Setosa
4.8	Virginica
3.0	Versicolor
4.2	Setosa
4.8	Virginica
5.1	Virginica
0.7	Setosa
2.3	Versicolor
3.8	Virginica
4.8	Setosa
3.7	Setosa
6.3	Virginica
5.8	Virginica
2.2	Setosa
2.6	Setosa
0.2	Setosa
