sepal.length	variety
7.0	Virginica
7.9	Setosa
8.0	Setosa
7.9	Versicolor
8.0	Versicolor
6.3	Versicolor
6.6	Versicolor
7.4	Virginica
6.5	Versicolor
5.8	Virginica
8.6	Setosa
8.7	Virginica
4.6	Setosa
10.0	Setosa
9.9	Versicolor
10.3	Virginica
5.1	Versicolor
8.0	Versicolor
6.2	Versicolor
7.1	Versicolor
8.3	Versicolor
7.4	Virginica
7.7	Virginica
7.4	Virginica
8.0	Versicolor
6.3	Virginica
5.4	Setosa
5.6	Versicolor
12.1	Virginica
9.2	Setosa
10.5	Virginica
5.6	Virginica
7.7	Virginica
4.8	Setosa
10.9	Virginica
9.6	Setosa
7.8	Virginica
9.7	Versicolor
5.7	Versicolor
8.3	Virginica
5.9	Setosa
8.1	Setosa
9.8	Versicolor
8.9	Virginica
6.0	Versicolor
11.9	Virginica
8.1	Virginica
9.4	Virginica
5.4	Setosa
7.8	Virginica
10.0	Virginica
5.1	Setosa
10.7	Virginica
6.5	Versicolor
7.8	Setosa
9.0	Setosa
9.2	Setosa
9.7	Virginica
7.3	Setosa
6.8	Versicolor
10.2	Setosa
6.2	Versicolor
8.9	Versicolor
10.2	Virginica
12.2	Virginica
8.7	Virginica
6.2	Setosa
7.2	Setosa
9.5	Versicolor
5.6	Setosa
10.4	Virginica
9.7	Virginica
7.0	Versicolor
7.8	Virginica
9.5	Setosa
5.0	Setosa
5.9	Setosa
9.3	Setosa
8.0	Versicolor
6.9	Versicolor
9.8	Versicolor
9.6	Versicolor
7.8	Virginica
5.4	Setosa
7.9	Setosa
6.5	Setosa
7.6	Setosa
7.3	Versicolor
8.7	Versicolor
9.3	Setosa
7.5	Versicolor
7.3	Setosa
8.2	Setosa
9.6	Setosa
7.6	Versicolor
10.3	Virginica
7.2	Versicolor
6.4	Versicolor
6.5	Versicolor
10.2	Virginica
8.1	Versicolor
6.0	Setosa
10.2	Virginica
7.1	Versicolor
9.9	Setosa
