sepal.width	petal.length	variety
4.2	5.9	Versicolor
6.7	6.4	Versicolor
7.2	7.9	Virginica
5.1	6.5	Versicolor
3.8	4.2	Setosa
4.0	7.2	Virginica
6.4	4.6	Versicolor
6.0	5.8	Virginica
5.5	9.1	Virginica
7.1	6.2	Versicolor
6.5	2.6	Setosa
7.6	6.6	Virginica
7.7	4.7	Setosa
5.4	4.8	Versicolor
3.8	1.9	Setosa
7.1	5.0	Setosa
6.4	5.6	Setosa
5.4	6.6	Versicolor
3.3	5.8	Virginica
2.4	7.8	Versicolor
7.4	7.6	Virginica
3.9	5.7	Versicolor
5.5	9.5	Versicolor
7.0	9.3	Virginica
7.4	9.0	Versicolor
6.0	6.1	Setosa
5.8	7.5	Versicolor
4.2	3.9	Setosa
5.1	3.5	Setosa
6.2	1.8	Setosa
5.5	8.0	Versicolor
6.9	1.4	Setosa
7.9	1.6	Setosa
7.0	8.9	Virginica
3.6	6.4	Virginica
5.8	9.2	Versicolor
4.9	5.7	Versicolor
4.0	7.5	Versicolor
4.3	9.4	Virginica
7.2	7.5	Versicolor
5.8	4.6	Versicolor
5.4	4.7	Setosa
3.4	5.3	Versicolor
7.8	4.7	Versicolor
4.5	6.6	Virginica
3.5	4.0	Versicolor
7.5	5.3	Setosa
6.2	6.8	Versicolor
6.8	8.5	Versicolor
6.8	2.9	Setosa
4.0	6.1	Virginica
6.3	8.0	Versicolor
3.4	2.9	Setosa
6.6	10.6	Virginica
5.1	5.9	Setosa
7.4	4.8	Versicolor
4.6	4.9	Setosa
4.5	6.5	Versicolor
5.8	6.2	Virginica
5.5	5.4	Setosa
7.2	8.3	Virginica
4.1	3.0	Setosa
5.9	4.5	Setosa
3.3	7.1	Virginica
4.2	5.1	Versicolor
5.4	4.2	Versicolor
5.6	6.0	Versicolor
5.8	5.1	Setosa
7.3	9.2	Virginica
7.6	5.5	Setosa
3.3	6.6	Virginica
5.9	4.7	Setosa
3.5	5.2	Versicolor
4.8	10.1	Virginica
3.1	8.1	Virginica
4.7	5.4	Virginica
5.2	9.0	Virginica
5.5	8.1	Versicolor
7.6	4.5	Setosa
7.6	8.6	Virginica
6.5	8.3	Virginica
6.2	8.7	Versicolor
6.5	1.6	Setosa
6.0	5.2	Virginica
3.0	9.0	Virginica
6.8	4.4	Versicolor
6.9	7.6	Virginica
5.6	10.0	Virginica
7.0	4.0	Setosa
4.1	5.4	Versicolor
3.7	5.1	Virginica
2.7	4.5	Versicolor
5.8	3.7	Setosa
3.1	5.9	Versicolor
2.8	6.1	Versicolor
5.3	5.1	Virginica
4.5	2.8	Setosa
8.2	1.5	Setosa
3.6	9.4	Versicolor
5.0	4.4	Setosa
6.4	4.0	Setosa
6.9	2.0	Setosa
4.4	9.8	Virginica
5.7	2.0	Setosa
7.9	2.3	Setosa
