sepal.width	petal.length	petal.width	variety
5.5	8.5	4.0	Versicolor
6.3	7.2	3.0	Virginica
7.4	8.2	3.8	Versicolor
4.1	6.9	6.1	Virginica
7.3	6.7	6.5	Virginica
6.4	3.4	1.2	Setosa
5.2	2.1	1.2	Setosa
6.9	3.0	2.2	Setosa
4.1	7.4	5.4	Versicolor
6.7	7.0	4.0	Virginica
2.7	9.1	3.1	Versicolor
4.0	6.7	5.3	Virginica
5.6	6.0	2.2	Setosa
5.7	7.4	4.4	Versicolor
7.4	2.0	1.7	Setosa
6.9	7.1	4.8	Virginica
3.2	4.2	3.8	Versicolor
7.9	5.0	2.1	Versicolor
5.9	5.3	2.0	Versicolor
4.1	6.1	2.3	Virginica
3.3	4.3	2.8	Setosa
4.2	1.9	4.7	Setosa
3.8	4.7	1.6	Versicolor
6.8	8.1	5.5	Virginica
7.5	6.4	5.3	Virginica
3.9	8.9	5.8	Virginica
3.0	6.6	2.3	Versicolor
6.8	10.9	2.5	Virginica
3.5	9.3	4.6	Virginica
5.9	7.1	4.9	Virginica
3.9	8.3	1.8	Virginica
7.4	3.7	0.7	Setosa
4.0	5.2	6.5	Virginica
4.5	8.1	1.8	Virginica
3.1	9.1	5.9	Virginica
7.2	3.9	2.2	Setosa
3.2	6.5	2.3	Virginica
8.3	2.2	4.8	Setosa
5.4	5.9	0.2	Setosa
6.0	3.8	4.2	Setosa
6.6	7.9	3.2	Versicolor
5.8	6.1	6.9	Virginica
7.5	2.5	1.2	Setosa
5.1	2.0	4.1	Setosa
3.0	5.5	6.6	Virginica
7.4	2.7	0.4	Setosa
4.3	5.2	5.0	Setosa
3.7	1.2	4.2	Setosa
4.7	1.3	2.2	Setosa
3.5	9.0	3.0	Virginica
5.8	9.5	5.5	Virginica
7.0	5.5	1.9	Virginica
3.4	7.5	4.5	Versicolor
4.9	5.7	5.9	Versicolor
5.5	4.5	4.5	Versicolor
5.2	6.3	4.3	Virginica
3.3	10.2	4.6	Virginica
4.0	10.3	2.3	Virginica
4.8	3.0	3.8	Setosa
4.5	4.8	2.8	Setosa
6.6	7.0	5.0	Versicolor
3.8	7.6	6.2	Virginica
5.9	4.8	4.9	Setosa
7.5	3.4	4.3	Setosa
5.2	9.7	3.8	Virginica
6.9	5.9	2.7	Setosa
4.2	8.6	3.9	Virginica
2.7	5.6	4.5	Versicolor
3.4	4.3	2.8	Versicolor
5.8	6.0	3.8	Versicolor
6.5	8.6	3.9	Versicolor
3.1	6.4	6.0	Versicolor
2.3	5.5	2.3	Versicolor
4.8	5.4	2.8	Versicolor
4.5	6.5	2.6	Versicolor
5.8	7.1	2.1	Virginica
4.7	6.0	2.5	Versicolor
3.7	8.3	2.3	Versicolor
7.0	2.8	1.2	Setosa
7.5	3.7	4.2	Setosa
4.7	7.9	3.7	Versicolor
4.7	5.0	4.5	Versicolor
4.6	4.0	3.6	Setosa
6.5	9.6	2.8	Virginica
5.3	3.4	2.2	Setosa
5.8	5.6	1.2	Setosa
5.5	5.7	4.2	Versicolor
6.1	8.0	6.3	Virginica
3.7	9.0	2.0	Versicolor
4.1	2.6	2.2	Setosa
5.7	4.0	4.7	Setosa
3.0	7.2	2.0	Versicolor
2.5	8.0	3.5	Versicolor
7.0	2.6	4.6	Setosa
5.5	5.9	2.6	Setosa
3.0	7.4	4.6	Virginica
3.3	5.4	2.5	Virginica
5.9	5.5	0.9	Setosa
6.5	5.3	5.3	Virginica
4.5	8.6	2.1	Virginica
4.5	5.1	3.1	Setosa
6.5	3.9	2.6	Versicolor
6.5	4.9	1.7	Setosa
4.5	5.0	2.2	Virginica
3.8	7.3	4.5	Versicolor
