sepal.width	petal.length	petal.width	variety
8.2	4.5	4.9	Setosa
3.6	4.4	3.4	Versicolor
3.5	5.6	3.2	Setosa
2.5	9.8	3.8	Virginica
4.9	5.7	2.8	Versicolor
2.8	7.0	5.3	Versicolor
7.0	5.5	4.6	Versicolor
7.9	3.1	4.7	Setosa
7.8	9.0	5.0	Virginica
4.5	8.2	5.2	Versicolor
5.5	6.8	3.7	Virginica
3.5	5.5	2.5	Versicolor
5.8	7.0	5.8	Versicolor
7.0	7.6	4.3	Versicolor
7.2	5.8	0.7	Setosa
4.6	6.1	3.4	Virginica
5.7	9.3	6.3	Versicolor
6.4	4.6	5.3	Versicolor
6.1	10.0	5.8	Virginica
8.0	5.8	0.2	Setosa
5.7	9.6	5.5	Virginica
6.5	9.6	4.3	Virginica
8.1	5.0	3.2	Setosa
6.5	7.6	5.9	Versicolor
6.8	1.7	0.8	Setosa
4.4	9.3	2.3	Virginica
7.4	7.0	3.5	Versicolor
4.2	7.0	6.3	Virginica
3.3	9.2	3.6	Versicolor
6.5	8.7	2.0	Versicolor
6.9	4.0	3.9	Setosa
8.4	5.8	0.9	Setosa
2.8	7.8	3.4	Versicolor
4.0	6.7	5.0	Virginica
5.1	1.5	2.6	Setosa
4.5	9.2	6.3	Virginica
3.6	8.4	5.7	Versicolor
4.8	5.5	3.3	Setosa
7.3	8.1	4.4	Virginica
4.4	3.9	2.7	Setosa
7.2	6.6	5.4	Virginica
5.4	4.6	4.3	Versicolor
2.7	6.8	6.4	Virginica
6.6	6.1	2.4	Virginica
4.4	6.0	4.1	Versicolor
7.2	9.2	6.3	Virginica
7.0	6.5	1.9	Virginica
3.8	9.6	4.0	Virginica
4.5	7.5	3.2	Versicolor
3.2	5.3	5.3	Virginica
3.2	7.0	2.5	Versicolor
4.5	4.5	4.5	Versicolor
5.5	2.4	3.2	Setosa
7.5	3.3	2.8	Setosa
4.5	5.1	4.1	Setosa
5.9	2.2	3.9	Setosa
5.2	2.0	4.2	Setosa
3.6	5.1	1.2	Setosa
4.8	7.8	1.5	Versicolor
3.5	6.3	4.1	Virginica
7.4	4.5	3.2	Setosa
6.3	7.4	2.5	Virginica
7.5	4.9	5.9	Versicolor
6.3	6.6	4.0	Versicolor
7.8	7.2	6.2	Virginica
4.9	2.0	1.7	Setosa
3.4	1.9	1.2	Setosa
3.6	9.4	3.6	Virginica
5.4	4.3	2.3	Versicolor
7.6	4.0	0.7	Setosa
4.2	5.7	3.4	Versicolor
2.8	7.5	4.3	Versicolor
6.7	5.0	6.0	Virginica
3.5	8.8	5.8	Virginica
5.8	5.9	3.0	Virginica
3.7	5.5	3.0	Versicolor
4.9	5.1	0.9	Setosa
7.5	5.9	5.8	Virginica
6.5	3.4	3.2	Setosa
7.2	5.4	1.7	Setosa
4.4	1.5	0.9	Setosa
4.5	4.6	2.1	Setosa
3.3	10.1	5.7	Virginica
8.0	3.2	1.7	Setosa
6.1	6.0	3.7	Setosa
3.0	6.9	2.6	Virginica
7.7	4.9	3.7	Setosa
4.3	4.8	1.8	Setosa
5.8	10.2	4.6	Virginica
6.3	7.7	6.5	Virginica
3.2	6.4	2.9	Versicolor
3.5	1.4	1.3	Setosa
3.3	9.3	3.3	Virginica
2.9	4.8	4.5	Versicolor
5.3	10.7	5.5	Virginica
6.5	9.6	4.3	Virginica
4.4	4.7	3.0	Versicolor
7.7	5.5	3.5	Versicolor
6.8	6.4	2.4	Setosa
7.3	8.6	4.9	Virginica
6.0	6.5	5.8	Versicolor
7.6	8.9	4.0	Versicolor
4.1	7.6	3.3	Virginica
7.0	9.0	2.3	Virginica
6.1	9.4	3.8	Virginica
