petal.length	variety
3.9	Setosa
8.4	Versicolor
3.8	Setosa
1.6	Setosa
5.1	Versicolor
4.1	Versicolor
6.0	Versicolor
6.4	Versicolor
8.5	Virginica
5.8	Virginica
5.5	Setosa
9.0	Versicolor
7.8	Versicolor
5.6	Versicolor
7.9	Virginica
5.2	Virginica
5.6	Virginica
7.9	Versicolor
9.8	Virginica
7.7	Versicolor
3.5	Setosa
8.5	Versicolor
1.4	Setosa
1.4	Setosa
7.6	Virginica
7.2	Versicolor
5.5	Versicolor
5.8	Versicolor
2.0	Setosa
5.3	Versicolor
7.3	Versicolor
7.1	Virginica
5.4	Versicolor
8.0	Versicolor
8.2	Versicolor
5.4	Setosa
9.7	Virginica
1.6	Setosa
8.7	Versicolor
2.9	Setosa
4.4	Setosa
5.3	Setosa
6.9	Versicolor
8.0	Versicolor
7.4	Versicolor
10.0	Virginica
10.2	Virginica
5.5	Setosa
1.4	Setosa
4.0	Setosa
1.4	Setosa
7.9	Virginica
3.9	Setosa
8.1	Versicolor
6.0	Virginica
8.2	Virginica
5.8	Virginica
7.5	Virginica
6.1	Virginica
3.8	Setosa
7.5	Virginica
7.5	Versicolor
8.5	Virginica
2.4	Setosa
7.8	Virginica
6.6	Versicolor
2.0	Setosa
8.4	Virginica
5.6	Setosa
1.5	Setosa
2.9	Setosa
5.0	Setosa
7.1	Virginica
6.6	Virginica
8.0	Versicolor
2.0	Setosa
4.8	Setosa
8.5	Versicolor
2.7	Setosa
6.1	Virginica
7.4	Virginica
7.0	Versicolor
8.2	Virginica
9.1	Versicolor
8.5	Versicolor
7.6	Virginica
6.9	Versicolor
5.3	Versicolor
7.1	Virginica
5.4	Setosa
10.1	Virginica
7.6	Versicolor
6.9	Virginica
2.7	Setosa
7.5	Versicolor
6.1	Setosa
4.4	Versicolor
9.5	Virginica
5.7	Versicolor
4.6	Setosa
7.7	Virginica
7.5	Versicolor
3.0	Versicolor
8.2	Versicolor
6.6	Virginica
