petal.length	petal.width	variety
2.0	4.6	Setosa
8.2	2.3	Versicolor
9.6	4.4	Virginica
7.8	5.0	Versicolor
3.0	1.9	Setosa
8.6	4.3	Versicolor
1.5	0.2	Setosa
9.3	2.3	Virginica
7.7	2.8	Virginica
4.5	5.1	Versicolor
4.6	0.2	Setosa
3.4	4.3	Setosa
11.1	4.6	Virginica
9.4	5.8	Virginica
5.1	4.0	Versicolor
8.2	3.2	Versicolor
4.7	4.8	Versicolor
1.3	1.3	Setosa
3.8	0.8	Setosa
9.1	2.3	Virginica
7.0	2.0	Versicolor
9.3	4.4	Virginica
4.8	4.4	Setosa
8.1	4.4	Virginica
6.8	2.8	Versicolor
8.3	3.9	Versicolor
8.5	2.2	Versicolor
5.5	5.8	Virginica
4.0	3.2	Setosa
6.3	5.7	Virginica
2.5	0.4	Setosa
6.2	6.8	Virginica
9.2	4.9	Versicolor
3.6	4.1	Setosa
5.5	5.5	Virginica
8.6	3.3	Versicolor
7.3	1.8	Versicolor
2.0	0.2	Setosa
3.0	0.7	Setosa
1.9	4.7	Setosa
7.4	6.8	Virginica
4.4	0.3	Setosa
9.1	2.9	Virginica
6.1	4.2	Setosa
6.8	4.8	Virginica
3.8	1.6	Versicolor
5.5	0.2	Setosa
7.1	5.4	Virginica
6.1	2.2	Setosa
7.0	3.3	Versicolor
5.4	4.8	Virginica
4.8	4.8	Versicolor
4.4	3.3	Versicolor
7.4	4.1	Versicolor
2.8	0.7	Setosa
9.1	3.6	Versicolor
6.7	4.2	Virginica
6.5	1.7	Virginica
5.7	3.5	Versicolor
6.7	5.9	Versicolor
3.5	2.1	Setosa
2.9	2.2	Setosa
3.4	0.7	Setosa
7.0	2.0	Virginica
9.6	6.1	Virginica
4.9	0.2	Setosa
4.6	3.7	Setosa
4.9	3.5	Versicolor
6.4	3.5	Virginica
1.3	0.2	Setosa
7.1	5.9	Virginica
3.4	4.2	Setosa
6.8	1.5	Versicolor
4.9	2.5	Virginica
3.1	0.7	Setosa
5.9	3.2	Versicolor
5.4	2.8	Setosa
5.0	4.9	Virginica
2.7	2.9	Setosa
4.0	4.7	Setosa
6.9	2.9	Versicolor
6.6	5.0	Virginica
5.6	3.8	Virginica
2.1	3.4	Setosa
8.8	1.8	Virginica
8.2	3.5	Versicolor
2.8	1.7	Setosa
7.1	5.8	Versicolor
10.9	2.3	Virginica
6.2	1.2	Versicolor
6.0	4.2	Setosa
7.1	5.0	Versicolor
3.5	1.5	Versicolor
5.9	0.1	Setosa
5.9	4.1	Setosa
6.0	4.0	Versicolor
6.4	4.6	Virginica
7.8	6.1	Virginica
7.5	1.5	Versicolor
6.0	3.2	Versicolor
5.5	6.1	Virginica
1.5	0.8	Setosa
9.3	3.3	Virginica
3.9	0.7	Setosa
6.1	2.3	Virginica
