petal.length	variety
1.5	Setosa
7.2	Versicolor
5.9	Setosa
4.0	Versicolor
5.9	Setosa
5.6	Virginica
7.5	Versicolor
8.6	Versicolor
8.5	Versicolor
4.9	Versicolor
7.6	Virginica
7.6	Virginica
6.7	Versicolor
5.5	Versicolor
5.3	Virginica
3.9	Setosa
8.5	Virginica
1.9	Setosa
8.9	Versicolor
5.1	Setosa
4.0	Setosa
7.5	Versicolor
9.2	Virginica
6.5	Versicolor
5.8	Versicolor
8.1	Versicolor
7.6	Versicolor
1.3	Setosa
7.3	Versicolor
9.1	Virginica
1.7	Setosa
4.2	Versicolor
4.5	Setosa
4.8	Setosa
4.3	Versicolor
5.6	Virginica
6.1	Virginica
8.1	Virginica
5.0	Versicolor
6.0	Setosa
6.2	Setosa
3.4	Setosa
3.7	Setosa
7.5	Versicolor
7.8	Versicolor
8.3	Versicolor
8.3	Versicolor
3.7	Setosa
6.2	Versicolor
8.4	Virginica
9.2	Versicolor
8.0	Versicolor
6.6	Virginica
5.3	Virginica
5.0	Setosa
8.4	Versicolor
5.0	Versicolor
4.4	Setosa
10.1	Virginica
7.1	Versicolor
9.1	Virginica
7.4	Virginica
7.0	Virginica
10.1	Virginica
6.8	Virginica
11.2	Virginica
4.0	Setosa
5.7	Versicolor
3.3	Setosa
6.2	Versicolor
8.2	Virginica
5.2	Setosa
5.9	Versicolor
3.0	Setosa
6.3	Virginica
8.6	Versicolor
8.7	Versicolor
10.1	Virginica
8.5	Versicolor
4.6	Setosa
5.4	Setosa
2.5	Setosa
4.4	Versicolor
5.8	Virginica
6.7	Virginica
7.5	Versicolor
1.8	Setosa
8.6	Virginica
2.6	Setosa
3.1	Setosa
5.1	Setosa
8.2	Virginica
6.4	Versicolor
9.1	Virginica
3.0	Setosa
2.8	Setosa
4.9	Virginica
4.6	Setosa
4.9	Setosa
8.9	Virginica
8.0	Virginica
5.3	Setosa
4.4	Setosa
1.9	Setosa
5.9	Versicolor
