sepal.length	variety
8.0	Setosa
7.9	Setosa
8.7	Versicolor
8.6	Versicolor
9.1	Versicolor
6.1	Setosa
9.7	Virginica
9.2	Virginica
6.0	Versicolor
8.8	Virginica
5.5	Versicolor
9.2	Virginica
11.9	Virginica
5.7	Setosa
7.2	Setosa
7.5	Setosa
9.5	Setosa
7.2	Versicolor
7.4	Versicolor
5.8	Versicolor
8.5	Virginica
9.9	Virginica
5.5	Setosa
8.2	Virginica
9.7	Versicolor
11.7	Virginica
9.5	Versicolor
6.1	Setosa
7.5	Virginica
8.8	Setosa
7.5	Versicolor
9.9	Virginica
8.6	Versicolor
5.6	Versicolor
8.5	Versicolor
5.6	Virginica
8.8	Versicolor
8.3	Setosa
9.1	Virginica
7.3	Versicolor
8.8	Virginica
8.3	Virginica
6.0	Setosa
6.0	Versicolor
7.3	Virginica
9.7	Virginica
8.5	Versicolor
9.2	Versicolor
7.7	Versicolor
5.7	Versicolor
5.6	Setosa
9.2	Versicolor
9.1	Setosa
6.6	Setosa
9.7	Virginica
6.1	Setosa
9.0	Setosa
9.7	Virginica
5.2	Setosa
8.9	Virginica
8.2	Setosa
10.7	Versicolor
6.4	Virginica
8.0	Virginica
6.4	Virginica
7.9	Versicolor
7.1	Versicolor
6.0	Versicolor
8.7	Virginica
5.9	Versicolor
5.6	Setosa
10.3	Virginica
11.2	Virginica
6.8	Versicolor
8.1	Versicolor
8.4	Versicolor
7.4	Setosa
10.1	Virginica
7.5	Setosa
7.6	Versicolor
8.9	Setosa
5.5	Setosa
6.6	Virginica
9.6	Versicolor
5.8	Setosa
6.9	Setosa
6.4	Setosa
9.2	Setosa
7.5	Setosa
5.9	Setosa
7.2	Versicolor
9.2	Virginica
10.0	Versicolor
7.7	Setosa
7.8	Virginica
6.9	Setosa
7.4	Setosa
9.1	Versicolor
8.0	Versicolor
5.5	Setosa
6.7	Setosa
9.9	Virginica
9.4	Setosa
8.0	Versicolor
8.3	Setosa
