sepal.width	variety
7.1	Virginica
7.1	Virginica
2.9	Versicolor
3.5	Setosa
5.5	Setosa
7.7	Versicolor
5.7	Versicolor
3.2	Virginica
6.3	Virginica
7.0	Versicolor
6.3	Virginica
4.5	Virginica
3.0	Virginica
7.1	Versicolor
4.1	Setosa
5.4	Setosa
4.9	Versicolor
4.7	Versicolor
2.5	Versicolor
4.9	Virginica
3.0	Virginica
4.1	Setosa
5.7	Setosa
6.6	Versicolor
6.6	Versicolor
4.0	Setosa
7.2	Setosa
4.1	Virginica
3.9	Setosa
6.3	Virginica
7.6	Setosa
7.0	Virginica
3.7	Versicolor
6.4	Setosa
7.4	Virginica
2.5	Versicolor
8.0	Setosa
4.1	Virginica
6.8	Setosa
4.3	Virginica
6.8	Versicolor
6.5	Virginica
4.8	Setosa
5.4	Setosa
3.2	Versicolor
6.2	Setosa
6.1	Versicolor
6.0	Setosa
6.2	Setosa
4.4	Setosa
3.5	Setosa
2.8	Versicolor
4.0	Virginica
3.6	Versicolor
7.1	Setosa
7.3	Versicolor
7.3	Setosa
5.7	Setosa
3.7	Virginica
4.5	Versicolor
6.7	Versicolor
4.7	Setosa
3.7	Versicolor
5.9	Setosa
5.5	Setosa
4.8	Virginica
2.9	Versicolor
3.8	Versicolor
6.2	Setosa
6.8	Virginica
4.4	Setosa
6.0	Setosa
3.5	Versicolor
5.9	Versicolor
7.5	Virginica
4.0	Virginica
5.3	Virginica
6.0	Versicolor
6.0	Versicolor
4.5	Virginica
5.5	Setosa
3.3	Setosa
5.4	Setosa
6.1	Virginica
3.3	Virginica
2.7	Virginica
5.4	Versicolor
3.3	Setosa
4.5	Virginica
7.7	Virginica
5.3	Versicolor
4.0	Virginica
7.5	Setosa
7.5	Setosa
4.1	Virginica
3.4	Virginica
3.9	Versicolor
3.7	Setosa
3.3	Versicolor
5.7	Versicolor
6.4	Versicolor
7.8	Versicolor
4.3	Virginica
3.7	Virginica
6.4	Setosa
