petal.length	petal.width	variety
4.9	3.2	Setosa
4.4	0.2	Setosa
5.9	4.4	Versicolor
8.5	5.0	Versicolor
3.2	0.7	Setosa
8.4	3.8	Virginica
9.7	6.3	Virginica
4.4	4.6	Versicolor
6.1	2.8	Virginica
6.7	6.5	Virginica
5.5	6.0	Virginica
4.2	2.2	Setosa
5.4	4.3	Setosa
9.4	4.8	Virginica
9.9	5.5	Virginica
7.5	2.3	Virginica
3.6	1.2	Setosa
6.7	1.5	Versicolor
7.7	2.8	Versicolor
5.5	0.2	Setosa
7.4	5.4	Versicolor
7.4	3.3	Virginica
4.1	5.3	Versicolor
6.4	1.7	Versicolor
8.9	3.0	Versicolor
1.9	1.4	Setosa
10.6	6.4	Virginica
7.6	2.9	Virginica
1.6	0.6	Setosa
9.3	5.8	Virginica
5.4	1.2	Setosa
5.5	0.9	Setosa
6.5	2.5	Versicolor
7.0	1.7	Versicolor
9.2	2.0	Virginica
5.5	4.7	Setosa
9.6	5.4	Virginica
6.5	6.5	Virginica
6.6	2.6	Versicolor
2.5	0.4	Setosa
3.9	3.7	Versicolor
5.0	3.7	Versicolor
5.6	2.1	Virginica
8.3	2.4	Virginica
7.5	4.5	Versicolor
6.5	2.3	Versicolor
6.5	5.0	Versicolor
7.8	3.4	Versicolor
6.6	2.5	Virginica
4.4	1.7	Setosa
9.8	2.3	Virginica
6.1	1.5	Versicolor
5.2	4.5	Setosa
4.7	3.7	Setosa
4.9	4.6	Setosa
6.2	5.6	Versicolor
3.9	3.7	Setosa
5.5	5.5	Versicolor
4.6	3.7	Setosa
4.8	4.3	Virginica
5.9	1.2	Setosa
8.7	2.3	Versicolor
7.0	2.8	Versicolor
9.9	3.1	Virginica
8.8	1.3	Versicolor
4.4	1.3	Setosa
6.4	5.6	Virginica
5.0	0.6	Setosa
8.3	5.3	Versicolor
8.5	3.2	Virginica
5.0	3.2	Setosa
9.1	1.8	Virginica
11.2	3.7	Virginica
6.1	3.9	Virginica
5.1	3.8	Versicolor
5.0	0.7	Setosa
5.2	5.7	Versicolor
5.8	5.7	Virginica
4.8	4.0	Versicolor
5.0	4.3	Versicolor
10.6	4.3	Virginica
4.9	2.8	Virginica
2.0	2.2	Setosa
4.8	2.9	Setosa
5.1	5.0	Versicolor
5.9	3.3	Virginica
5.2	2.8	Setosa
9.5	6.5	Virginica
9.2	1.9	Versicolor
10.2	6.5	Virginica
9.1	2.2	Virginica
6.6	3.3	Virginica
10.6	5.0	Virginica
7.5	1.6	Versicolor
2.2	0.4	Setosa
3.6	0.4	Setosa
6.1	1.3	Versicolor
2.5	4.1	Setosa
8.3	4.3	Versicolor
1.5	3.4	Setosa
10.5	6.3	Virginica
4.1	3.8	Versicolor
2.4	1.6	Setosa
5.3	2.5	Versicolor
7.3	4.1	Virginica
