sepal.width	variety
3.4	Versicolor
5.0	Versicolor
5.4	Setosa
3.1	Setosa
6.2	Virginica
2.8	Virginica
3.2	Versicolor
4.1	Setosa
4.8	Virginica
4.9	Versicolor
5.7	Versicolor
5.0	Virginica
7.2	Setosa
5.2	Virginica
6.5	Versicolor
6.0	Virginica
5.1	Setosa
3.3	Versicolor
5.2	Setosa
4.2	Virginica
3.0	Virginica
5.0	Virginica
7.4	Setosa
5.5	Virginica
4.5	Setosa
3.6	Versicolor
5.5	Setosa
4.7	Versicolor
4.2	Virginica
4.1	Virginica
4.2	Setosa
3.0	Versicolor
2.6	Versicolor
4.4	Setosa
3.0	Versicolor
3.8	Versicolor
5.9	Virginica
6.3	Virginica
6.6	Setosa
6.5	Virginica
7.4	Setosa
7.0	Setosa
7.4	Virginica
3.0	Versicolor
5.2	Virginica
7.8	Setosa
3.1	Virginica
7.8	Virginica
7.0	Setosa
5.0	Versicolor
5.5	Virginica
3.5	Virginica
3.0	Virginica
5.6	Virginica
7.3	Setosa
7.7	Setosa
5.4	Versicolor
6.1	Setosa
7.3	Setosa
4.9	Versicolor
4.8	Versicolor
5.0	Versicolor
3.9	Virginica
2.7	Versicolor
5.8	Versicolor
6.4	Versicolor
4.9	Versicolor
6.8	Versicolor
5.5	Virginica
3.3	Setosa
2.6	Versicolor
3.9	Versicolor
5.5	Setosa
7.0	Versicolor
4.8	Virginica
6.1	Virginica
5.7	Versicolor
4.9	Setosa
4.3	Setosa
6.3	Versicolor
3.5	Setosa
5.9	Versicolor
6.3	Setosa
6.2	Versicolor
5.0	Versicolor
6.8	Virginica
7.4	Setosa
6.6	Setosa
7.0	Virginica
6.1	Virginica
2.5	Virginica
4.6	Versicolor
7.0	Virginica
2.7	Virginica
4.6	Versicolor
7.7	Setosa
6.5	Versicolor
7.2	Setosa
5.4	Versicolor
3.5	Setosa
5.4	Setosa
6.4	Setosa
4.5	Setosa
7.0	Setosa
2.2	Virginica
