sepal.length	variety
9.6	Setosa
11.3	Virginica
7.6	Setosa
11.0	Virginica
8.4	Setosa
9.5	Versicolor
9.0	Virginica
7.8	Virginica
9.0	Versicolor
5.5	Versicolor
10.2	Versicolor
7.6	Setosa
5.3	Setosa
9.4	Virginica
6.3	Setosa
8.9	Versicolor
7.0	Setosa
7.8	Setosa
9.4	Virginica
7.5	Versicolor
8.3	Setosa
7.5	Setosa
7.7	Setosa
7.5	Virginica
6.9	Setosa
8.7	Versicolor
6.4	Versicolor
7.7	Virginica
7.1	Versicolor
8.6	Versicolor
11.4	Virginica
6.6	Setosa
8.7	Virginica
8.2	Virginica
11.4	Virginica
5.6	Versicolor
9.6	Versicolor
5.9	Virginica
8.4	Virginica
4.9	Setosa
10.9	Virginica
10.3	Virginica
8.7	Versicolor
9.7	Versicolor
6.8	Versicolor
7.2	Versicolor
7.2	Virginica
7.6	Virginica
9.2	Virginica
8.4	Setosa
8.9	Virginica
9.7	Virginica
9.6	Virginica
8.1	Setosa
5.5	Versicolor
8.1	Setosa
9.3	Versicolor
7.7	Versicolor
6.1	Setosa
5.6	Setosa
11.7	Virginica
9.8	Virginica
8.6	Versicolor
7.5	Setosa
10.8	Versicolor
7.0	Versicolor
5.5	Setosa
8.6	Versicolor
10.8	Virginica
7.5	Versicolor
10.6	Versicolor
6.8	Virginica
6.7	Setosa
6.5	Setosa
6.1	Virginica
8.4	Setosa
6.5	Versicolor
6.7	Virginica
7.9	Setosa
5.6	Setosa
10.2	Virginica
9.2	Versicolor
7.6	Setosa
11.1	Virginica
4.9	Setosa
9.4	Versicolor
6.8	Virginica
9.4	Versicolor
8.2	Versicolor
9.4	Virginica
11.2	Virginica
8.5	Virginica
8.8	Versicolor
6.9	Setosa
6.8	Virginica
7.2	Virginica
6.9	Setosa
10.2	Virginica
7.8	Virginica
8.8	Virginica
8.4	Setosa
9.8	Versicolor
9.1	Versicolor
7.8	Virginica
6.3	Setosa
