petal.width	variety
4.6	Versicolor
5.3	Virginica
1.8	Versicolor
2.7	Setosa
3.1	Virginica
0.7	Setosa
4.2	Setosa
3.8	Versicolor
2.8	Versicolor
0.7	Setosa
3.9	Setosa
6.1	Virginica
4.8	Virginica
3.2	Setosa
4.3	Versicolor
0.2	Setosa
0.7	Setosa
3.6	Setosa
1.3	Setosa
4.3	Virginica
4.3	Versicolor
4.3	Virginica
2.4	Virginica
3.3	Versicolor
3.2	Setosa
1.8	Setosa
5.4	Versicolor
2.2	Setosa
1.8	Versicolor
1.7	Setosa
4.6	Virginica
1.4	Setosa
0.1	Setosa
2.2	Setosa
1.7	Setosa
1.4	Versicolor
5.8	Virginica
0.7	Setosa
6.3	Virginica
7.0	Virginica
1.1	Setosa
2.9	Versicolor
2.2	Setosa
3.3	Versicolor
3.6	Setosa
4.2	Setosa
6.1	Virginica
6.2	Virginica
4.7	Versicolor
3.6	Virginica
6.0	Versicolor
1.6	Versicolor
5.3	Versicolor
2.5	Virginica
4.6	Versicolor
1.5	Versicolor
2.7	Virginica
4.2	Setosa
2.5	Virginica
1.9	Virginica
4.3	Virginica
5.3	Virginica
3.4	Virginica
2.0	Setosa
5.4	Versicolor
3.7	Versicolor
3.6	Setosa
4.7	Setosa
5.0	Versicolor
4.3	Setosa
4.6	Versicolor
5.3	Versicolor
0.9	Setosa
0.7	Setosa
4.7	Setosa
1.8	Setosa
6.3	Virginica
1.6	Setosa
5.8	Versicolor
3.7	Setosa
5.8	Virginica
0.4	Setosa
5.5	Virginica
3.0	Virginica
4.5	Virginica
4.6	Versicolor
4.3	Virginica
1.3	Versicolor
0.7	Setosa
5.7	Versicolor
5.6	Versicolor
1.2	Setosa
2.5	Virginica
4.8	Setosa
3.4	Versicolor
6.3	Virginica
3.2	Setosa
2.5	Virginica
6.1	Virginica
5.5	Versicolor
4.0	Versicolor
4.3	Virginica
5.0	Versicolor
3.8	Setosa
2.2	Setosa
