petal.length	petal.width	variety
4.5	2.2	Setosa
4.4	2.8	Versicolor
10.1	3.6	Virginica
7.5	1.5	Virginica
1.9	1.8	Setosa
5.2	5.4	Versicolor
9.5	3.8	Virginica
5.8	1.5	Versicolor
1.9	4.7	Setosa
1.8	1.2	Setosa
8.4	2.6	Versicolor
3.1	2.1	Setosa
4.3	0.7	Setosa
7.8	4.9	Virginica
3.9	1.8	Setosa
6.4	3.2	Versicolor
5.3	3.7	Setosa
3.6	1.2	Setosa
7.6	3.5	Virginica
5.7	5.4	Versicolor
3.5	0.7	Setosa
8.5	1.8	Versicolor
5.5	2.4	Virginica
1.3	3.2	Setosa
3.2	3.5	Setosa
6.0	3.0	Versicolor
7.7	5.0	Virginica
8.0	5.0	Virginica
2.4	2.6	Setosa
4.1	5.1	Setosa
4.7	6.0	Versicolor
2.5	0.7	Setosa
5.1	1.8	Versicolor
6.6	4.8	Virginica
4.5	2.2	Versicolor
5.0	0.4	Setosa
9.4	2.0	Virginica
8.2	6.5	Virginica
7.6	5.3	Virginica
5.7	3.7	Versicolor
7.0	1.3	Versicolor
6.8	4.1	Versicolor
8.0	4.1	Versicolor
9.6	2.3	Virginica
8.5	2.3	Virginica
6.9	1.8	Virginica
8.2	3.7	Virginica
2.9	1.4	Setosa
9.7	3.0	Virginica
5.8	4.3	Setosa
5.1	5.0	Versicolor
5.6	4.2	Setosa
5.3	2.8	Versicolor
6.9	4.0	Versicolor
7.6	1.4	Versicolor
5.2	1.8	Setosa
8.1	5.0	Virginica
10.9	4.8	Virginica
8.9	3.3	Virginica
2.0	0.7	Setosa
4.7	3.7	Versicolor
1.9	2.6	Setosa
5.1	3.2	Setosa
9.9	6.0	Virginica
2.9	2.7	Setosa
3.8	3.0	Versicolor
4.9	0.2	Setosa
4.9	2.7	Setosa
7.3	4.9	Versicolor
5.8	6.8	Virginica
4.4	4.7	Setosa
5.5	2.5	Versicolor
5.0	3.2	Setosa
5.4	2.4	Versicolor
3.9	4.7	Setosa
6.5	3.3	Virginica
6.9	2.0	Versicolor
5.6	4.8	Versicolor
10.1	6.2	Virginica
3.8	3.9	Setosa
8.5	6.0	Virginica
2.6	0.4	Setosa
8.4	6.8	Virginica
2.1	3.7	Setosa
5.4	2.3	Virginica
8.9	4.4	Versicolor
8.1	6.4	Virginica
5.5	3.2	Setosa
1.4	2.2	Setosa
5.3	3.8	Versicolor
5.9	4.6	Virginica
4.5	2.1	Versicolor
9.8	2.8	Virginica
6.0	3.9	Setosa
6.1	5.9	Virginica
7.0	3.1	Virginica
10.3	4.1	Virginica
7.3	4.7	Virginica
5.6	3.4	Virginica
6.5	2.5	Versicolor
5.0	4.9	Setosa
4.8	2.3	Virginica
3.8	1.3	Setosa
7.0	4.3	Versicolor
6.1	3.3	Virginica
