petal.width	variety
3.4	Virginica
2.7	Setosa
0.2	Setosa
1.3	Versicolor
1.3	Setosa
1.8	Versicolor
2.7	Setosa
1.1	Setosa
2.3	Virginica
6.1	Versicolor
4.1	Versicolor
4.3	Virginica
3.9	Setosa
2.4	Virginica
1.3	Versicolor
4.2	Setosa
6.0	Virginica
5.6	Versicolor
2.5	Virginica
4.8	Virginica
3.7	Setosa
3.8	Virginica
1.8	Versicolor
0.2	Setosa
2.9	Virginica
4.2	Setosa
5.0	Versicolor
1.5	Versicolor
5.8	Versicolor
5.9	Versicolor
4.2	Setosa
4.9	Virginica
3.3	Versicolor
4.8	Virginica
3.8	Versicolor
4.5	Versicolor
3.7	Setosa
2.5	Virginica
2.6	Virginica
1.2	Setosa
5.7	Versicolor
2.3	Virginica
3.3	Virginica
4.2	Setosa
2.2	Versicolor
2.6	Virginica
3.8	Versicolor
5.3	Virginica
2.5	Virginica
4.6	Setosa
4.8	Versicolor
4.0	Virginica
6.5	Virginica
3.7	Setosa
2.9	Setosa
4.2	Virginica
3.8	Setosa
0.2	Setosa
4.5	Versicolor
1.9	Versicolor
3.7	Virginica
5.3	Versicolor
4.8	Virginica
2.3	Setosa
2.7	Versicolor
4.8	Virginica
0.7	Setosa
1.6	Versicolor
1.4	Setosa
1.8	Setosa
2.3	Virginica
2.6	Setosa
1.5	Versicolor
3.7	Setosa
3.8	Versicolor
2.7	Versicolor
1.8	Virginica
6.7	Virginica
1.5	Versicolor
2.7	Setosa
3.6	Versicolor
2.9	Setosa
5.0	Versicolor
6.1	Virginica
3.0	Versicolor
3.8	Setosa
3.2	Setosa
5.1	Versicolor
3.2	Setosa
4.3	Virginica
5.1	Setosa
2.7	Setosa
2.4	Versicolor
3.6	Setosa
3.3	Virginica
5.8	Versicolor
2.7	Virginica
1.8	Virginica
4.2	Setosa
2.2	Setosa
1.7	Setosa
2.1	Virginica
2.5	Virginica
6.3	Virginica
3.4	Versicolor
