petal.width	variety
4.0	Virginica
5.6	Virginica
2.5	Versicolor
4.7	Setosa
3.5	Versicolor
6.0	Virginica
4.8	Setosa
3.2	Versicolor
1.4	Versicolor
5.4	Virginica
4.3	Virginica
1.4	Versicolor
5.4	Versicolor
2.3	Versicolor
3.2	Setosa
3.6	Versicolor
1.3	Versicolor
2.2	Setosa
2.7	Setosa
4.9	Setosa
4.9	Versicolor
4.7	Setosa
3.0	Virginica
1.2	Setosa
5.3	Versicolor
3.0	Versicolor
4.0	Versicolor
5.0	Versicolor
4.6	Virginica
1.8	Versicolor
6.3	Virginica
2.5	Versicolor
4.4	Setosa
3.7	Versicolor
3.0	Versicolor
4.5	Versicolor
4.3	Versicolor
5.0	Versicolor
3.8	Setosa
4.0	Versicolor
2.4	Versicolor
2.6	Virginica
4.7	Setosa
3.2	Versicolor
6.2	Virginica
4.0	Versicolor
4.2	Setosa
2.9	Virginica
4.3	Versicolor
0.1	Setosa
3.0	Versicolor
2.7	Setosa
4.2	Virginica
2.8	Virginica
5.8	Virginica
4.0	Versicolor
4.7	Virginica
0.8	Setosa
7.0	Virginica
3.7	Setosa
4.1	Setosa
4.8	Virginica
2.1	Versicolor
1.7	Versicolor
4.1	Setosa
2.4	Virginica
2.3	Setosa
3.0	Virginica
5.1	Versicolor
3.8	Versicolor
4.4	Setosa
3.7	Setosa
3.7	Setosa
3.3	Virginica
2.8	Virginica
3.9	Setosa
6.8	Virginica
0.6	Setosa
1.5	Versicolor
1.6	Setosa
0.7	Setosa
2.5	Virginica
6.0	Virginica
0.8	Setosa
3.3	Virginica
2.2	Versicolor
2.2	Setosa
3.9	Setosa
3.8	Versicolor
5.3	Versicolor
2.8	Virginica
0.7	Setosa
4.6	Virginica
0.7	Setosa
2.3	Virginica
1.4	Setosa
4.8	Virginica
5.3	Versicolor
5.5	Versicolor
2.2	Setosa
4.6	Virginica
4.2	Setosa
2.3	Virginica
1.2	Setosa
0.2	Setosa
