sepal.width	variety
5.5	Versicolor
6.7	Setosa
3.2	Virginica
2.9	Versicolor
7.7	Setosa
6.1	Versicolor
7.9	Setosa
5.4	Setosa
6.2	Virginica
4.7	Virginica
3.8	Virginica
3.6	Versicolor
7.3	Virginica
6.1	Virginica
7.4	Setosa
5.0	Virginica
5.7	Virginica
3.6	Virginica
5.0	Virginica
6.0	Versicolor
5.0	Virginica
7.9	Versicolor
5.5	Versicolor
6.3	Virginica
5.7	Versicolor
3.5	Setosa
4.7	Versicolor
6.5	Versicolor
8.0	Setosa
5.5	Virginica
4.8	Virginica
7.4	Versicolor
6.9	Versicolor
2.3	Versicolor
3.9	Setosa
4.8	Versicolor
7.5	Setosa
4.1	Virginica
8.1	Setosa
5.7	Virginica
4.3	Setosa
3.0	Versicolor
5.0	Versicolor
4.5	Versicolor
7.0	Setosa
6.3	Setosa
5.9	Setosa
3.6	Setosa
7.6	Setosa
6.4	Setosa
4.4	Virginica
5.2	Versicolor
6.1	Virginica
6.5	Virginica
2.4	Versicolor
4.4	Setosa
3.0	Virginica
3.2	Setosa
6.0	Versicolor
3.6	Setosa
6.4	Virginica
6.5	Setosa
5.9	Setosa
7.1	Virginica
7.0	Setosa
4.4	Setosa
7.5	Setosa
5.0	Virginica
5.8	Versicolor
6.1	Setosa
6.8	Setosa
6.0	Virginica
5.2	Versicolor
5.5	Versicolor
2.5	Virginica
5.3	Versicolor
5.4	Versicolor
6.5	Setosa
7.6	Virginica
5.5	Setosa
4.0	Virginica
3.2	Versicolor
6.8	Virginica
5.8	Setosa
7.3	Setosa
7.7	Setosa
7.0	Virginica
4.8	Versicolor
5.9	Virginica
4.9	Setosa
5.7	Virginica
8.1	Setosa
5.2	Versicolor
5.3	Versicolor
3.2	Virginica
2.5	Versicolor
7.7	Setosa
4.5	Virginica
5.8	Virginica
2.8	Versicolor
3.7	Setosa
5.7	Versicolor
4.9	Setosa
7.4	Setosa
2.8	Virginica
