sepal.length	sepal.width	petal.length	variety
7.8	7.3	6.1	Virginica
6.8	3.8	7.9	Versicolor
7.1	4.3	2.6	Setosa
6.9	4.6	2.9	Setosa
6.0	3.5	6.5	Versicolor
9.6	7.5	5.6	Versicolor
9.4	7.0	1.9	Setosa
9.4	4.8	7.1	Virginica
7.5	4.9	5.3	Versicolor
6.1	6.5	5.4	Virginica
10.6	6.5	7.1	Virginica
6.3	3.9	8.6	Virginica
9.9	6.6	7.4	Versicolor
8.8	5.9	9.3	Virginica
8.4	5.2	3.5	Setosa
7.4	7.6	9.1	Virginica
8.8	4.9	4.1	Setosa
10.4	5.7	9.8	Virginica
7.6	4.2	1.4	Setosa
5.4	2.9	1.4	Setosa
7.5	5.5	2.1	Setosa
8.2	5.0	5.8	Virginica
7.4	2.8	8.6	Virginica
6.6	5.6	6.1	Virginica
11.2	3.6	5.9	Versicolor
7.9	4.1	4.0	Setosa
6.9	6.1	5.5	Virginica
5.4	6.7	1.3	Setosa
6.0	7.2	5.7	Setosa
6.3	4.0	4.1	Setosa
10.8	6.3	5.2	Versicolor
6.9	6.4	1.7	Setosa
9.3	5.7	6.1	Virginica
4.9	6.4	4.8	Versicolor
11.1	5.5	6.4	Virginica
9.5	6.7	7.1	Virginica
7.5	2.3	6.5	Versicolor
7.7	5.6	8.6	Virginica
10.3	7.2	4.1	Versicolor
9.2	6.1	7.9	Virginica
6.8	3.1	4.1	Setosa
8.7	3.3	10.7	Virginica
9.2	5.6	5.5	Versicolor
7.8	3.2	9.6	Virginica
7.9	3.0	5.2	Versicolor
7.8	7.2	5.4	Versicolor
9.8	4.0	8.0	Virginica
8.9	7.0	9.0	Versicolor
8.0	6.2	8.5	Virginica
7.3	5.1	5.0	Versicolor
10.8	4.7	8.9	Virginica
6.2	6.7	4.8	Setosa
6.5	3.4	6.1	Setosa
8.6	4.1	1.0	Setosa
6.6	4.2	2.0	Setosa
10.5	6.2	8.6	Versicolor
7.7	7.1	8.1	Virginica
5.6	3.7	5.7	Versicolor
7.2	5.8	7.3	Virginica
10.5	6.0	9.5	Virginica
10.2	7.9	2.0	Setosa
9.5	6.4	2.0	Setosa
6.2	7.9	5.4	Virginica
4.9	7.0	1.8	Setosa
9.4	3.7	5.8	Virginica
8.2	6.3	6.2	Virginica
6.0	6.3	3.8	Setosa
10.7	4.0	7.8	Virginica
9.7	3.4	3.4	Setosa
9.7	3.8	4.7	Setosa
7.0	4.0	8.7	Virginica
6.4	5.5	7.1	Virginica
5.6	3.0	6.5	Versicolor
6.6	6.8	6.2	Setosa
9.3	5.9	7.6	Virginica
7.1	7.0	3.9	Setosa
10.2	6.8	6.7	Virginica
7.5	5.9	7.5	Versicolor
7.6	4.4	4.9	Setosa
10.1	6.4	7.1	Versicolor
8.7	2.7	8.5	Versicolor
5.5	4.1	5.9	Setosa
5.1	7.6	4.0	Setosa
6.1	7.4	3.6	Versicolor
9.4	7.2	7.2	Virginica
7.3	4.0	1.9	Setosa
9.9	4.1	5.9	Virginica
7.2	5.4	8.8	Versicolor
6.1	3.0	6.0	Versicolor
5.9	7.9	2.8	Setosa
6.5	3.0	7.8	Virginica
9.7	6.5	8.5	Versicolor
6.5	7.5	1.8	Setosa
6.3	4.8	10.0	Virginica
8.7	6.4	8.7	Versicolor
6.4	3.6	4.5	Setosa
9.8	6.8	8.8	Versicolor
9.8	5.5	6.0	Virginica
8.0	5.3	6.1	Versicolor
7.3	4.5	1.7	Setosa
7.8	7.9	3.9	Setosa
10.6	4.3	7.2	Versicolor
8.3	5.7	5.0	Setosa
7.9	4.2	8.3	Versicolor
9.0	4.1	5.9	Versicolor
