sepal.width	variety
6.7	Setosa
5.0	Setosa
4.2	Virginica
7.1	Setosa
7.8	Virginica
2.9	Versicolor
6.2	Setosa
4.6	Setosa
3.3	Virginica
5.7	Setosa
5.6	Versicolor
3.4	Virginica
4.3	Versicolor
5.5	Versicolor
3.3	Virginica
3.2	Virginica
3.5	Virginica
2.8	Virginica
4.5	Setosa
3.2	Virginica
3.2	Setosa
5.5	Versicolor
5.0	Virginica
2.8	Versicolor
5.6	Versicolor
7.7	Setosa
5.0	Virginica
4.4	Setosa
7.4	Setosa
2.8	Setosa
6.4	Setosa
4.8	Versicolor
5.7	Versicolor
3.5	Virginica
3.8	Virginica
3.1	Versicolor
6.5	Setosa
7.5	Versicolor
6.8	Setosa
2.9	Versicolor
3.0	Versicolor
7.8	Virginica
4.6	Setosa
7.8	Setosa
4.8	Virginica
6.5	Virginica
6.4	Setosa
4.0	Versicolor
5.0	Virginica
2.8	Virginica
4.0	Virginica
7.0	Setosa
4.8	Setosa
5.6	Virginica
2.8	Versicolor
6.5	Virginica
3.9	Setosa
3.0	Versicolor
4.2	Virginica
7.3	Virginica
3.6	Virginica
7.8	Virginica
7.2	Setosa
3.4	Setosa
4.6	Setosa
6.7	Versicolor
5.5	Setosa
7.5	Virginica
6.3	Versicolor
5.4	Setosa
4.7	Versicolor
4.6	Setosa
5.1	Versicolor
4.1	Setosa
5.4	Versicolor
2.8	Versicolor
4.9	Versicolor
6.9	Versicolor
7.2	Setosa
3.3	Virginica
6.5	Setosa
5.6	Setosa
2.7	Versicolor
7.0	Virginica
3.8	Virginica
4.3	Setosa
7.1	Virginica
4.9	Virginica
4.0	Setosa
3.9	Setosa
5.1	Virginica
4.9	Versicolor
7.2	Versicolor
7.4	Versicolor
4.1	Versicolor
6.7	Virginica
7.6	Versicolor
6.5	Versicolor
2.4	Versicolor
3.5	Virginica
4.5	Setosa
6.2	Setosa
4.6	Virginica
5.4	Versicolor
8.4	Setosa
