sepal.width	petal.length	variety
6.4	5.7	Setosa
4.7	1.8	Setosa
4.1	7.0	Virginica
7.3	8.0	Versicolor
6.1	4.0	Setosa
4.8	7.8	Versicolor
7.3	10.1	Virginica
6.9	2.1	Setosa
7.2	3.7	Setosa
5.0	8.4	Versicolor
4.8	1.7	Setosa
7.1	8.9	Versicolor
5.0	4.5	Versicolor
5.9	9.6	Virginica
4.9	8.1	Versicolor
4.6	5.0	Setosa
5.3	7.2	Virginica
4.8	6.9	Virginica
5.4	2.0	Setosa
2.9	6.8	Virginica
6.7	8.6	Virginica
6.5	3.1	Setosa
7.0	4.4	Setosa
3.7	6.9	Versicolor
6.0	6.0	Virginica
3.6	7.4	Versicolor
8.1	8.6	Virginica
4.2	6.2	Versicolor
4.7	3.9	Setosa
6.9	5.2	Setosa
6.8	3.4	Setosa
5.3	8.1	Virginica
5.8	7.7	Virginica
6.4	1.9	Setosa
5.7	4.5	Versicolor
5.1	2.4	Setosa
3.8	10.7	Virginica
6.5	5.0	Versicolor
7.9	7.4	Virginica
6.2	2.5	Setosa
4.0	8.2	Versicolor
4.5	4.6	Setosa
6.0	5.3	Virginica
2.8	2.3	Setosa
7.5	7.3	Virginica
7.5	5.5	Versicolor
5.9	5.1	Setosa
5.9	8.3	Versicolor
5.7	8.2	Versicolor
2.9	5.2	Versicolor
7.3	10.2	Virginica
6.8	8.1	Virginica
7.7	5.5	Setosa
4.3	7.4	Virginica
7.0	5.3	Setosa
5.2	1.4	Setosa
2.7	8.5	Versicolor
5.8	7.0	Versicolor
5.0	7.7	Virginica
2.8	7.9	Versicolor
4.4	7.3	Versicolor
7.2	6.4	Versicolor
7.7	8.4	Virginica
7.7	7.1	Virginica
5.6	7.7	Versicolor
5.0	7.3	Virginica
5.8	7.6	Versicolor
5.9	7.5	Versicolor
7.1	5.9	Virginica
5.7	7.5	Virginica
2.9	7.2	Versicolor
6.0	2.9	Setosa
4.5	9.5	Virginica
5.4	1.9	Setosa
7.2	5.3	Virginica
6.5	7.9	Virginica
3.8	3.8	Versicolor
6.0	7.3	Virginica
5.6	4.4	Setosa
4.1	10.1	Virginica
7.8	5.7	Setosa
4.5	1.4	Setosa
3.5	5.5	Setosa
5.5	3.3	Setosa
6.9	2.3	Setosa
6.7	4.1	Setosa
5.7	6.8	Versicolor
7.0	7.6	Versicolor
7.5	7.0	Versicolor
6.9	4.9	Setosa
7.9	5.9	Setosa
5.2	8.3	Virginica
6.9	4.0	Setosa
4.0	5.9	Setosa
6.2	4.5	Setosa
7.0	4.4	Setosa
2.5	7.5	Versicolor
6.5	6.9	Versicolor
7.4	8.6	Versicolor
5.3	7.2	Versicolor
4.6	5.5	Setosa
5.0	3.6	Setosa
7.2	9.4	Virginica
5.3	6.2	Versicolor
5.7	8.5	Virginica
