sepal.width	variety
6.4	Virginica
4.9	Versicolor
4.8	Virginica
7.1	Versicolor
5.1	Virginica
6.5	Setosa
6.8	Virginica
6.7	Setosa
4.9	Versicolor
3.0	Virginica
4.5	Setosa
6.7	Virginica
5.0	Versicolor
3.8	Setosa
6.6	Setosa
7.3	Versicolor
6.2	Setosa
2.8	Virginica
4.1	Versicolor
6.9	Setosa
7.3	Virginica
7.6	Virginica
6.9	Setosa
2.5	Versicolor
4.8	Setosa
4.0	Virginica
7.4	Versicolor
3.5	Setosa
4.2	Virginica
5.8	Virginica
4.2	Virginica
7.1	Setosa
6.2	Versicolor
7.9	Setosa
4.5	Virginica
4.0	Versicolor
6.0	Versicolor
7.0	Virginica
3.8	Versicolor
7.1	Setosa
4.8	Virginica
8.0	Setosa
7.9	Virginica
4.7	Versicolor
4.2	Virginica
4.7	Virginica
5.5	Versicolor
4.4	Setosa
5.5	Virginica
7.0	Setosa
5.4	Setosa
7.4	Virginica
2.7	Versicolor
6.0	Versicolor
4.0	Virginica
3.5	Virginica
6.7	Versicolor
4.4	Versicolor
4.1	Virginica
4.5	Virginica
5.9	Versicolor
3.7	Versicolor
3.7	Setosa
4.3	Setosa
6.5	Setosa
6.6	Versicolor
6.3	Setosa
6.4	Versicolor
6.2	Versicolor
2.8	Virginica
3.8	Setosa
6.2	Setosa
4.4	Versicolor
4.0	Virginica
5.3	Virginica
4.5	Virginica
4.2	Setosa
3.2	Virginica
4.4	Virginica
6.9	Setosa
6.2	Setosa
6.8	Versicolor
3.4	Versicolor
4.4	Setosa
5.0	Virginica
6.1	Virginica
5.1	Setosa
7.1	Versicolor
7.1	Virginica
4.8	Versicolor
5.8	Versicolor
4.1	Setosa
3.1	Virginica
6.0	Virginica
7.9	Setosa
7.0	Virginica
4.2	Setosa
5.0	Versicolor
3.9	Versicolor
4.1	Setosa
5.3	Virginica
6.5	Setosa
8.6	Setosa
4.0	Setosa
4.2	Setosa
