sepal.width	variety
4.3	Setosa
6.9	Versicolor
4.0	Setosa
7.2	Virginica
4.9	Setosa
3.8	Virginica
4.2	Setosa
6.3	Versicolor
4.5	Setosa
3.0	Virginica
5.0	Virginica
8.2	Setosa
3.1	Virginica
3.4	Setosa
5.7	Setosa
3.9	Setosa
7.7	Setosa
4.3	Virginica
5.7	Setosa
6.0	Versicolor
3.0	Virginica
3.2	Versicolor
4.5	Setosa
4.5	Virginica
6.3	Versicolor
6.2	Versicolor
4.4	Versicolor
6.3	Setosa
7.4	Setosa
4.0	Versicolor
2.7	Virginica
5.9	Versicolor
5.6	Versicolor
5.9	Versicolor
3.2	Versicolor
3.9	Versicolor
6.5	Setosa
6.4	Versicolor
2.8	Versicolor
4.3	Setosa
6.9	Setosa
5.5	Setosa
3.0	Virginica
4.8	Setosa
5.0	Setosa
3.2	Versicolor
4.2	Setosa
4.2	Virginica
6.5	Virginica
5.2	Versicolor
4.3	Setosa
4.8	Virginica
5.9	Virginica
3.6	Virginica
7.4	Virginica
6.6	Setosa
2.4	Versicolor
6.6	Virginica
6.0	Versicolor
6.0	Versicolor
6.2	Virginica
4.0	Virginica
6.5	Versicolor
5.3	Virginica
3.5	Versicolor
4.5	Setosa
5.9	Setosa
5.6	Virginica
5.1	Virginica
3.2	Versicolor
6.3	Virginica
5.6	Setosa
3.8	Versicolor
3.5	Setosa
3.7	Virginica
6.9	Versicolor
4.2	Virginica
4.0	Versicolor
3.6	Versicolor
7.2	Setosa
5.6	Setosa
6.1	Setosa
6.5	Versicolor
4.9	Versicolor
7.7	Virginica
6.0	Virginica
5.6	Setosa
3.3	Versicolor
5.0	Virginica
4.5	Versicolor
7.5	Setosa
3.8	Setosa
4.5	Versicolor
7.0	Virginica
5.2	Virginica
4.0	Setosa
6.8	Virginica
4.9	Versicolor
8.3	Virginica
3.3	Virginica
3.4	Setosa
5.6	Versicolor
6.5	Versicolor
5.0	Virginica
5.1	Virginica
