sepal.width	petal.length	variety
5.0	3.7	Setosa
3.0	2.1	Setosa
6.9	5.4	Virginica
3.4	5.8	Versicolor
4.5	8.6	Virginica
6.3	4.8	Setosa
7.8	2.2	Setosa
6.1	2.0	Setosa
8.4	5.2	Setosa
5.6	4.5	Setosa
5.2	5.5	Versicolor
5.7	4.7	Setosa
7.0	2.9	Setosa
6.5	2.3	Setosa
5.0	8.1	Versicolor
6.0	4.5	Versicolor
4.3	9.7	Virginica
6.5	5.5	Virginica
5.0	2.8	Setosa
4.6	7.9	Versicolor
6.2	4.6	Setosa
3.8	8.1	Virginica
2.8	8.2	Virginica
6.7	6.6	Virginica
3.7	3.9	Setosa
3.4	7.8	Versicolor
6.0	8.4	Virginica
3.4	6.0	Versicolor
6.0	5.6	Setosa
6.7	3.9	Versicolor
6.3	5.9	Versicolor
7.5	5.0	Versicolor
3.1	2.0	Setosa
5.6	9.6	Virginica
4.0	11.1	Virginica
6.4	7.7	Versicolor
7.3	6.4	Virginica
7.9	5.4	Setosa
4.6	8.0	Versicolor
6.2	4.5	Setosa
4.0	8.9	Versicolor
3.2	8.5	Virginica
3.0	6.0	Versicolor
6.6	7.9	Versicolor
3.2	8.1	Virginica
4.9	3.1	Setosa
7.7	7.2	Versicolor
6.3	9.2	Virginica
4.0	6.5	Virginica
6.2	9.1	Versicolor
2.2	5.5	Versicolor
6.4	7.8	Versicolor
5.6	2.0	Setosa
6.6	6.2	Versicolor
7.3	6.4	Setosa
3.4	5.4	Setosa
4.1	5.1	Setosa
3.3	5.7	Versicolor
7.2	9.4	Virginica
4.5	8.2	Virginica
4.3	7.7	Versicolor
6.7	6.3	Virginica
5.3	4.1	Versicolor
5.5	9.5	Virginica
3.1	7.9	Versicolor
4.6	4.4	Setosa
4.7	9.6	Virginica
4.8	5.0	Versicolor
3.0	7.0	Versicolor
4.7	9.8	Virginica
6.0	7.8	Virginica
6.5	4.2	Versicolor
6.3	4.0	Versicolor
4.8	6.6	Virginica
7.0	1.4	Setosa
7.0	10.0	Virginica
3.8	6.1	Versicolor
6.7	7.3	Versicolor
3.4	2.9	Setosa
5.0	3.4	Setosa
4.5	8.1	Virginica
5.3	7.8	Versicolor
3.5	8.0	Virginica
7.0	8.1	Versicolor
3.1	8.9	Virginica
6.2	2.3	Setosa
4.7	8.7	Virginica
7.0	5.4	Versicolor
3.9	9.1	Virginica
4.4	5.5	Setosa
3.8	5.3	Versicolor
5.2	6.9	Versicolor
4.0	5.8	Setosa
7.1	5.0	Versicolor
7.9	5.6	Setosa
3.5	2.0	Setosa
3.5	4.9	Setosa
3.4	4.5	Setosa
6.6	2.0	Setosa
4.0	7.4	Virginica
4.9	5.3	Setosa
4.0	9.3	Virginica
5.9	7.2	Versicolor
7.3	9.4	Virginica
4.0	8.8	Virginica
