sepal.length	sepal.width	petal.length	petal.width	variety
6.2	4.1	7.0	4.5	Versicolor
9.9	7.2	6.3	5.4	Virginica
7.6	3.9	1.4	1.3	Setosa
5.3	8.2	1.5	0.7	Setosa
10.1	3.0	7.1	5.4	Versicolor
6.4	7.2	7.5	6.0	Versicolor
8.0	4.0	6.1	3.1	Setosa
9.7	5.9	8.4	3.8	Virginica
8.4	4.7	8.8	2.8	Versicolor
4.4	3.7	4.3	0.7	Setosa
9.6	6.5	9.1	3.6	Virginica
6.6	6.0	4.5	5.0	Versicolor
8.9	5.9	1.9	3.2	Setosa
8.5	2.7	6.1	6.1	Versicolor
10.2	5.9	6.3	4.8	Versicolor
7.2	6.2	9.0	2.8	Virginica
8.5	3.9	5.0	1.2	Setosa
9.1	5.5	6.5	3.1	Versicolor
7.4	5.1	8.9	2.6	Virginica
8.3	7.3	5.2	4.6	Versicolor
9.9	6.9	1.7	4.4	Setosa
8.1	5.8	5.1	3.2	Setosa
6.6	7.8	2.4	1.4	Setosa
8.9	3.4	7.3	3.5	Versicolor
5.4	7.9	2.2	2.7	Setosa
10.1	5.0	7.9	4.6	Virginica
9.5	6.8	5.4	1.2	Setosa
9.4	6.8	6.9	2.5	Virginica
9.9	4.1	9.4	5.0	Versicolor
11.7	7.6	9.6	7.0	Virginica
11.4	3.8	9.1	3.4	Virginica
5.5	4.0	5.5	1.0	Versicolor
8.7	6.6	5.5	0.1	Setosa
10.3	4.4	6.1	4.3	Virginica
6.6	7.5	1.9	2.8	Setosa
8.9	7.3	7.1	2.7	Virginica
9.7	5.0	3.5	3.2	Setosa
9.0	2.2	9.5	2.0	Virginica
9.8	6.5	7.0	3.6	Virginica
7.4	2.5	8.0	3.2	Virginica
10.5	2.8	4.6	2.0	Versicolor
7.7	6.0	8.8	4.3	Virginica
5.4	5.2	5.5	1.2	Setosa
8.0	7.9	4.1	2.9	Setosa
10.3	7.2	5.6	4.9	Virginica
6.1	8.1	1.0	4.2	Setosa
9.3	4.9	6.6	5.4	Virginica
7.0	7.2	4.9	4.7	Setosa
6.4	7.2	5.8	3.8	Virginica
11.0	6.2	9.6	4.5	Virginica
10.6	5.1	6.1	4.9	Virginica
7.7	5.7	3.9	2.4	Versicolor
9.0	7.5	3.3	3.7	Setosa
7.4	6.1	3.0	1.6	Setosa
6.7	6.3	5.7	6.1	Virginica
8.3	3.7	8.1	3.4	Virginica
9.8	3.8	4.8	5.4	Versicolor
9.2	6.6	9.6	6.9	Virginica
8.7	6.3	10.7	3.0	Virginica
8.0	7.0	9.3	4.2	Virginica
6.5	3.0	7.8	1.8	Virginica
6.6	7.4	6.0	4.7	Setosa
7.8	2.8	6.6	4.9	Virginica
5.8	4.2	6.9	5.7	Versicolor
7.0	6.1	6.9	3.7	Versicolor
6.5	6.6	1.4	4.2	Setosa
11.2	3.5	6.1	4.3	Virginica
10.8	7.3	8.5	5.0	Virginica
6.4	4.0	8.6	1.8	Virginica
10.2	5.7	6.5	1.5	Versicolor
7.9	4.1	4.4	1.1	Setosa
9.2	6.9	5.2	1.8	Versicolor
5.8	4.4	4.9	4.2	Setosa
7.8	3.0	8.5	3.9	Virginica
10.7	5.8	6.7	2.7	Virginica
4.7	4.2	1.8	4.7	Setosa
6.0	7.4	5.0	2.5	Versicolor
10.0	4.5	6.7	5.0	Virginica
5.5	2.8	3.3	2.3	Setosa
5.8	5.0	2.1	0.1	Setosa
8.0	4.2	5.2	1.4	Versicolor
9.0	3.8	5.5	3.3	Versicolor
8.5	3.4	3.8	2.1	Versicolor
8.7	3.1	8.9	4.9	Versicolor
9.2	3.3	5.8	4.8	Virginica
5.1	4.5	3.9	3.7	Setosa
6.6	6.3	4.7	3.5	Setosa
5.6	3.7	1.4	0.2	Setosa
6.2	4.0	4.7	3.2	Versicolor
9.9	5.0	6.5	4.5	Versicolor
6.7	4.3	10.2	3.5	Virginica
6.4	4.3	7.1	5.6	Virginica
9.6	6.5	5.4	5.3	Virginica
8.0	5.4	4.5	5.6	Versicolor
7.5	6.2	2.2	4.7	Setosa
7.8	3.5	6.4	4.5	Versicolor
8.3	5.5	5.2	3.2	Setosa
9.0	5.9	6.7	3.5	Versicolor
8.9	4.9	1.3	1.9	Setosa
10.5	3.0	6.0	5.8	Virginica
5.0	6.0	3.3	1.3	Setosa
9.6	7.0	6.6	4.3	Versicolor
9.2	3.0	8.0	4.0	Virginica
10.1	3.8	7.0	5.3	Versicolor
5.8	7.9	4.1	1.7	Setosa
