sepal.length	sepal.width	petal.length	variety
9.3	3.8	6.6	Virginica
8.5	6.0	5.1	Setosa
7.5	5.3	3.4	Setosa
11.1	7.5	11.1	Virginica
9.0	3.4	2.6	Setosa
10.8	5.0	7.5	Virginica
6.6	3.0	5.1	Versicolor
10.7	3.1	8.9	Virginica
6.5	7.5	8.2	Virginica
8.4	3.0	4.5	Versicolor
7.3	4.7	8.1	Virginica
6.9	7.0	6.6	Virginica
10.4	7.2	6.3	Versicolor
5.8	5.6	8.0	Versicolor
10.2	4.6	8.0	Versicolor
6.8	2.7	6.9	Virginica
6.7	3.4	2.4	Setosa
5.0	5.1	2.4	Setosa
6.1	4.3	4.4	Setosa
8.7	4.0	7.0	Virginica
9.3	3.1	4.1	Setosa
9.7	7.5	7.6	Virginica
5.9	5.9	2.9	Setosa
7.4	4.9	6.3	Versicolor
5.0	7.9	3.0	Setosa
9.4	4.6	5.9	Versicolor
7.9	8.2	5.5	Setosa
5.0	5.0	2.1	Setosa
8.9	8.1	5.9	Setosa
9.0	6.9	4.8	Versicolor
11.0	3.7	9.6	Virginica
7.7	7.4	6.7	Versicolor
6.9	7.4	3.2	Setosa
6.6	4.4	7.2	Versicolor
6.6	2.8	4.9	Virginica
9.4	4.2	7.3	Virginica
7.0	5.7	5.5	Versicolor
8.9	7.6	3.0	Setosa
8.5	3.5	7.0	Versicolor
8.4	6.3	8.1	Virginica
7.1	3.8	4.5	Setosa
6.7	4.1	10.1	Virginica
7.6	4.8	4.7	Setosa
8.2	4.1	3.5	Setosa
11.2	7.6	9.1	Virginica
6.7	6.7	3.9	Versicolor
9.8	4.7	2.0	Setosa
10.2	7.8	4.7	Setosa
9.1	5.8	9.2	Versicolor
8.8	4.8	6.3	Versicolor
9.9	7.6	6.4	Virginica
7.0	7.2	5.1	Versicolor
9.6	5.6	8.6	Virginica
6.3	6.3	9.0	Virginica
6.1	7.2	3.5	Setosa
9.0	2.7	7.0	Virginica
9.2	6.2	5.1	Setosa
7.1	5.9	5.6	Versicolor
7.0	3.8	4.8	Setosa
10.3	7.0	6.0	Virginica
6.3	6.0	5.9	Setosa
7.8	3.2	9.6	Virginica
6.9	5.9	5.7	Setosa
9.1	6.1	2.0	Setosa
8.5	4.9	7.5	Versicolor
8.4	4.5	1.3	Setosa
9.1	3.7	4.4	Setosa
8.7	7.0	2.5	Setosa
6.0	6.5	1.3	Setosa
9.4	5.6	5.5	Virginica
7.8	4.3	8.2	Versicolor
9.3	4.9	7.1	Virginica
6.4	4.9	2.5	Setosa
5.0	8.0	5.8	Setosa
7.7	7.5	8.8	Virginica
5.1	8.3	2.6	Setosa
9.6	3.5	7.0	Versicolor
8.5	6.9	7.2	Versicolor
6.9	6.2	8.5	Versicolor
9.1	3.9	3.0	Setosa
7.3	3.0	1.4	Setosa
7.4	5.2	5.7	Virginica
8.1	4.7	6.2	Versicolor
6.5	4.2	3.4	Setosa
9.2	7.0	6.0	Versicolor
8.2	6.6	4.7	Versicolor
8.7	7.3	6.7	Virginica
8.2	5.9	9.9	Virginica
5.6	6.6	1.5	Setosa
10.7	4.7	8.0	Versicolor
8.7	5.8	8.2	Virginica
9.0	7.2	4.2	Setosa
9.2	3.0	8.2	Versicolor
8.4	3.3	5.6	Virginica
6.7	7.3	4.1	Versicolor
9.2	7.9	6.0	Setosa
8.1	2.8	6.0	Versicolor
7.1	3.0	7.4	Virginica
10.3	5.5	5.9	Versicolor
8.0	7.0	6.5	Virginica
6.6	4.4	4.9	Setosa
7.2	5.3	9.7	Virginica
6.0	5.1	7.4	Versicolor
8.0	5.5	7.0	Versicolor
8.5	3.9	5.5	Versicolor
