petal.length	petal.width	variety
1.6	1.2	Setosa
8.7	3.4	Versicolor
6.6	5.8	Virginica
8.5	4.7	Versicolor
6.7	2.5	Virginica
7.4	4.5	Versicolor
8.2	1.3	Versicolor
7.0	5.5	Virginica
3.8	3.0	Versicolor
8.4	2.6	Virginica
6.4	3.3	Virginica
4.5	2.7	Setosa
6.6	1.3	Versicolor
7.9	5.8	Virginica
1.8	4.7	Setosa
6.4	4.3	Virginica
6.7	5.6	Virginica
4.2	3.2	Setosa
4.6	5.8	Versicolor
1.5	3.3	Setosa
9.8	5.8	Virginica
4.5	2.3	Versicolor
4.2	4.8	Setosa
8.5	3.8	Virginica
1.5	1.1	Setosa
9.5	4.0	Virginica
1.4	2.3	Setosa
7.8	1.8	Virginica
5.9	3.7	Setosa
8.2	2.7	Versicolor
3.7	4.2	Setosa
4.5	3.5	Versicolor
5.0	4.0	Versicolor
5.0	4.0	Versicolor
8.6	5.1	Virginica
5.9	1.1	Setosa
5.1	4.0	Virginica
5.9	1.7	Setosa
3.5	2.6	Setosa
1.4	1.7	Setosa
5.4	4.2	Versicolor
6.8	2.4	Virginica
8.4	4.0	Virginica
8.3	1.6	Versicolor
4.4	3.2	Setosa
5.6	1.0	Versicolor
5.8	1.2	Setosa
5.5	1.9	Setosa
7.8	3.8	Virginica
7.7	2.8	Virginica
6.5	1.1	Versicolor
8.9	3.9	Versicolor
9.3	6.3	Versicolor
3.6	2.2	Setosa
6.0	5.5	Versicolor
3.2	4.2	Setosa
1.8	2.9	Setosa
6.0	2.7	Setosa
5.2	2.0	Versicolor
5.1	4.6	Setosa
7.6	2.3	Versicolor
5.9	6.3	Virginica
5.6	1.7	Setosa
6.9	1.6	Versicolor
3.4	3.2	Setosa
2.5	3.2	Setosa
8.7	7.0	Virginica
8.0	6.6	Virginica
5.4	3.2	Setosa
7.9	5.3	Virginica
7.6	2.4	Virginica
7.5	1.6	Versicolor
1.3	1.8	Setosa
7.1	5.9	Versicolor
5.0	4.5	Virginica
6.9	5.3	Versicolor
8.5	4.7	Virginica
6.1	2.2	Setosa
5.7	1.4	Setosa
5.0	1.3	Versicolor
4.0	0.7	Setosa
2.1	0.4	Setosa
7.7	4.4	Versicolor
9.6	6.4	Virginica
7.0	4.3	Virginica
7.9	3.9	Versicolor
3.5	5.5	Versicolor
7.1	5.5	Virginica
5.7	4.5	Versicolor
8.1	1.8	Versicolor
6.9	3.0	Versicolor
5.4	2.7	Setosa
7.1	5.7	Virginica
6.8	4.1	Virginica
8.8	4.8	Virginica
2.9	1.2	Setosa
7.2	6.0	Virginica
9.1	2.9	Virginica
7.7	2.0	Versicolor
3.4	4.8	Setosa
5.9	3.7	Setosa
8.0	3.0	Versicolor
4.5	2.5	Versicolor
4.3	0.3	Setosa
4.1	2.6	Setosa
