sepal.length	sepal.width	variety
8.0	4.3	Versicolor
10.0	5.8	Versicolor
7.5	6.0	Virginica
9.0	5.4	Versicolor
8.8	5.7	Virginica
6.5	4.0	Virginica
4.8	6.4	Setosa
8.4	2.9	Versicolor
9.0	3.0	Virginica
9.0	6.0	Setosa
9.4	5.8	Virginica
6.4	3.3	Virginica
8.5	7.8	Setosa
7.2	3.0	Virginica
5.5	2.9	Versicolor
10.6	7.5	Virginica
6.8	6.5	Virginica
8.1	5.3	Virginica
5.5	7.4	Setosa
5.7	7.2	Setosa
8.9	4.9	Versicolor
8.8	4.2	Virginica
8.7	5.6	Versicolor
10.2	3.8	Virginica
10.6	6.5	Versicolor
9.6	4.5	Virginica
10.6	4.6	Virginica
6.9	3.0	Virginica
8.5	3.6	Versicolor
6.5	5.8	Versicolor
6.5	3.7	Versicolor
8.2	5.7	Versicolor
6.7	4.2	Versicolor
5.6	3.7	Setosa
8.4	3.7	Virginica
8.2	4.6	Virginica
7.6	7.0	Setosa
5.9	5.1	Setosa
9.0	7.2	Setosa
7.7	6.1	Versicolor
9.8	5.2	Virginica
5.3	4.6	Setosa
8.3	7.0	Versicolor
7.9	6.9	Setosa
6.4	7.7	Setosa
6.7	7.9	Setosa
8.3	7.3	Virginica
10.1	6.5	Virginica
7.7	4.2	Setosa
7.9	6.7	Virginica
10.6	4.3	Versicolor
9.4	5.6	Setosa
7.8	6.5	Setosa
7.3	4.7	Versicolor
8.7	3.1	Virginica
6.7	8.3	Setosa
6.6	5.0	Setosa
11.7	6.5	Virginica
8.0	4.4	Versicolor
9.1	4.5	Versicolor
5.9	3.0	Versicolor
6.0	5.1	Setosa
8.6	6.7	Versicolor
7.9	7.6	Virginica
7.7	6.0	Virginica
6.8	4.9	Virginica
8.5	8.2	Setosa
6.3	5.4	Setosa
8.7	7.8	Virginica
6.1	6.3	Setosa
7.6	3.9	Setosa
6.4	6.6	Setosa
6.5	4.5	Setosa
6.4	3.5	Versicolor
6.8	3.1	Versicolor
7.6	4.8	Setosa
7.2	4.4	Setosa
8.2	3.0	Virginica
6.5	5.2	Virginica
8.6	4.6	Setosa
6.9	6.6	Virginica
10.5	6.2	Versicolor
9.7	5.9	Virginica
8.7	7.8	Virginica
6.7	4.3	Virginica
8.1	5.9	Versicolor
9.2	7.4	Versicolor
8.4	5.5	Setosa
10.4	6.7	Versicolor
7.7	3.3	Versicolor
8.6	6.0	Versicolor
8.4	6.3	Virginica
10.6	4.4	Versicolor
7.2	8.1	Virginica
9.8	3.7	Virginica
6.1	6.9	Setosa
6.9	6.9	Setosa
7.5	3.7	Virginica
9.5	5.2	Versicolor
7.0	5.5	Versicolor
10.9	4.6	Versicolor
9.0	7.9	Setosa
7.8	4.7	Versicolor
9.1	3.4	Versicolor
9.6	4.3	Setosa
