sepal.width	petal.length	petal.width	variety
4.2	5.0	3.0	Versicolor
5.2	1.3	2.2	Setosa
3.7	8.3	3.9	Virginica
5.7	5.5	2.0	Virginica
6.0	2.9	2.1	Setosa
4.0	2.9	0.7	Setosa
5.9	5.3	5.1	Versicolor
5.8	1.5	4.3	Setosa
6.2	9.0	2.0	Versicolor
7.9	2.5	1.7	Setosa
8.1	2.0	4.7	Setosa
5.6	4.5	0.1	Setosa
3.7	7.1	5.4	Virginica
3.0	6.5	2.2	Virginica
3.9	6.1	2.9	Virginica
4.6	2.6	3.2	Setosa
4.3	8.5	7.0	Virginica
5.9	3.1	1.4	Setosa
6.9	5.1	1.3	Versicolor
4.6	7.1	3.4	Virginica
3.7	7.5	5.0	Versicolor
6.8	9.2	4.1	Versicolor
6.9	8.3	1.8	Versicolor
5.5	7.0	5.3	Virginica
3.4	4.2	2.5	Versicolor
5.7	3.9	0.2	Setosa
4.0	8.9	6.3	Virginica
6.3	5.3	2.4	Versicolor
7.7	3.4	3.2	Setosa
4.9	7.2	5.9	Versicolor
3.5	7.9	3.5	Versicolor
6.0	9.3	5.3	Virginica
4.1	8.9	1.2	Versicolor
5.1	8.6	6.5	Virginica
5.3	7.4	2.3	Versicolor
6.9	8.2	4.3	Versicolor
3.0	3.0	1.1	Versicolor
5.0	9.3	3.2	Virginica
4.9	6.3	3.3	Versicolor
3.9	4.7	1.4	Setosa
6.1	8.5	3.2	Versicolor
2.5	4.4	1.6	Versicolor
7.0	3.4	0.8	Setosa
2.8	6.6	2.2	Virginica
6.0	8.4	5.4	Versicolor
3.4	2.0	1.9	Setosa
7.6	6.5	3.8	Virginica
4.5	1.2	2.2	Setosa
4.2	8.9	6.8	Virginica
2.8	7.1	2.5	Virginica
3.0	5.7	5.5	Versicolor
4.0	9.1	5.6	Virginica
2.8	8.6	1.9	Virginica
5.3	10.2	5.0	Virginica
4.2	5.7	4.3	Virginica
4.5	7.9	5.6	Virginica
4.8	8.7	4.7	Virginica
3.5	7.0	3.4	Virginica
3.5	3.5	5.0	Versicolor
7.1	7.4	5.1	Virginica
5.0	2.6	3.6	Setosa
4.8	5.9	5.0	Virginica
6.4	2.8	0.4	Setosa
6.8	8.6	4.1	Virginica
6.6	4.4	2.4	Versicolor
7.3	3.9	3.2	Setosa
5.6	9.9	3.3	Virginica
3.4	1.6	2.2	Setosa
6.3	4.0	5.8	Versicolor
5.9	6.8	5.5	Versicolor
5.5	5.8	4.7	Setosa
3.5	4.5	1.5	Versicolor
5.1	3.5	3.7	Setosa
4.3	8.1	4.0	Versicolor
4.0	9.2	2.8	Virginica
3.0	9.0	4.0	Versicolor
7.9	5.5	5.6	Versicolor
4.4	3.5	4.9	Setosa
4.7	3.6	0.7	Setosa
7.5	8.0	4.6	Virginica
4.0	5.0	3.7	Versicolor
5.2	1.5	4.2	Setosa
4.2	9.6	4.9	Virginica
6.4	9.4	2.8	Virginica
4.0	5.0	5.0	Virginica
7.3	4.1	5.8	Versicolor
4.7	5.9	1.9	Versicolor
7.0	1.4	2.7	Setosa
6.8	4.8	5.8	Virginica
6.3	9.7	4.0	Virginica
6.2	8.0	6.3	Virginica
6.3	1.7	0.3	Setosa
2.7	4.6	2.5	Versicolor
3.3	5.7	2.5	Setosa
5.2	8.8	5.8	Virginica
4.5	10.6	2.8	Virginica
6.0	6.6	2.4	Versicolor
5.6	8.2	2.0	Versicolor
6.5	4.5	2.3	Versicolor
3.6	9.4	4.5	Versicolor
3.4	4.9	3.3	Setosa
6.1	1.9	0.2	Setosa
5.8	7.2	5.1	Virginica
6.4	8.0	4.5	Versicolor
6.8	4.0	4.8	Versicolor
