sepal.width	variety
4.5	Setosa
6.2	Versicolor
3.7	Versicolor
4.5	Virginica
6.3	Versicolor
5.3	Versicolor
5.3	Virginica
5.5	Virginica
4.7	Setosa
5.0	Virginica
4.2	Versicolor
2.9	Versicolor
4.3	Setosa
5.4	Virginica
6.5	Setosa
5.5	Versicolor
4.7	Versicolor
4.4	Setosa
7.0	Virginica
8.3	Setosa
3.1	Virginica
3.4	Setosa
3.2	Versicolor
4.8	Versicolor
6.6	Setosa
5.9	Versicolor
8.4	Setosa
7.2	Virginica
3.8	Virginica
4.7	Versicolor
5.7	Versicolor
4.4	Versicolor
6.2	Virginica
4.1	Virginica
5.0	Setosa
4.4	Versicolor
3.4	Setosa
3.5	Versicolor
5.4	Setosa
4.1	Setosa
4.9	Virginica
2.7	Versicolor
4.1	Virginica
3.5	Versicolor
6.5	Setosa
3.7	Virginica
3.4	Versicolor
7.0	Versicolor
6.6	Versicolor
4.4	Setosa
5.9	Setosa
3.0	Virginica
2.6	Versicolor
3.3	Setosa
7.3	Setosa
5.8	Virginica
4.0	Virginica
5.1	Setosa
5.0	Virginica
3.5	Virginica
7.6	Virginica
3.5	Setosa
3.4	Setosa
7.3	Virginica
7.7	Versicolor
5.4	Setosa
4.7	Setosa
7.4	Virginica
4.9	Versicolor
7.2	Virginica
4.2	Setosa
2.6	Versicolor
7.5	Setosa
6.2	Setosa
4.0	Setosa
2.5	Versicolor
3.0	Versicolor
7.1	Virginica
6.1	Virginica
4.1	Versicolor
8.3	Virginica
6.0	Virginica
3.0	Versicolor
4.6	Versicolor
5.9	Setosa
5.6	Virginica
5.0	Versicolor
4.0	Virginica
5.2	Virginica
2.9	Versicolor
3.8	Versicolor
3.9	Setosa
6.3	Versicolor
6.5	Setosa
5.5	Virginica
7.2	Setosa
6.1	Setosa
7.7	Setosa
7.5	Setosa
4.3	Virginica
7.2	Virginica
5.3	Versicolor
3.9	Versicolor
4.6	Versicolor
7.7	Virginica
