petal.length	variety
7.1	Virginica
6.4	Versicolor
4.2	Setosa
5.4	Setosa
6.8	Virginica
5.1	Virginica
7.6	Virginica
4.9	Virginica
6.6	Virginica
4.4	Setosa
2.5	Setosa
6.4	Virginica
4.0	Setosa
9.5	Virginica
8.9	Virginica
4.0	Setosa
6.6	Virginica
3.0	Setosa
4.6	Versicolor
4.4	Setosa
4.5	Setosa
6.7	Virginica
9.5	Virginica
9.3	Virginica
5.6	Setosa
5.4	Versicolor
4.2	Versicolor
9.0	Virginica
1.6	Setosa
3.5	Setosa
3.2	Setosa
7.8	Virginica
6.4	Virginica
5.1	Versicolor
8.1	Virginica
7.7	Versicolor
4.4	Setosa
9.0	Virginica
3.5	Versicolor
7.0	Versicolor
4.1	Setosa
6.7	Virginica
10.4	Virginica
6.1	Versicolor
1.9	Setosa
4.7	Setosa
6.7	Versicolor
4.4	Versicolor
5.0	Setosa
5.0	Setosa
1.5	Setosa
4.4	Versicolor
5.0	Versicolor
7.0	Versicolor
4.9	Versicolor
9.0	Virginica
8.7	Virginica
5.7	Versicolor
9.6	Versicolor
1.4	Setosa
6.8	Versicolor
9.7	Virginica
6.8	Versicolor
5.0	Setosa
7.0	Versicolor
2.1	Setosa
8.6	Versicolor
4.2	Versicolor
4.9	Setosa
9.1	Virginica
8.0	Versicolor
6.8	Virginica
5.0	Versicolor
5.7	Setosa
2.8	Setosa
5.5	Versicolor
2.7	Setosa
10.7	Virginica
1.4	Setosa
1.3	Setosa
6.3	Versicolor
9.3	Virginica
8.2	Versicolor
7.9	Versicolor
5.0	Versicolor
1.7	Setosa
4.9	Setosa
8.1	Virginica
9.0	Virginica
5.6	Virginica
6.8	Versicolor
8.4	Virginica
2.0	Setosa
1.3	Setosa
1.3	Setosa
5.5	Setosa
5.4	Versicolor
5.8	Versicolor
4.9	Setosa
4.7	Versicolor
6.0	Versicolor
4.8	Versicolor
4.6	Setosa
7.6	Virginica
3.6	Setosa
