petal.length	variety
9.0	Virginica
8.1	Virginica
3.4	Setosa
7.7	Virginica
7.7	Virginica
5.1	Virginica
5.6	Setosa
4.4	Setosa
6.3	Virginica
7.0	Virginica
2.3	Setosa
7.1	Virginica
5.7	Setosa
2.6	Setosa
9.1	Virginica
5.7	Versicolor
4.9	Versicolor
2.4	Setosa
7.1	Versicolor
7.9	Virginica
7.5	Virginica
4.9	Virginica
4.6	Setosa
6.8	Virginica
2.1	Setosa
8.6	Virginica
9.8	Virginica
3.5	Setosa
2.7	Setosa
8.6	Versicolor
9.4	Virginica
1.3	Setosa
7.3	Versicolor
8.5	Versicolor
1.9	Setosa
4.4	Setosa
7.7	Versicolor
7.6	Virginica
3.0	Setosa
6.0	Versicolor
4.0	Versicolor
1.6	Setosa
7.6	Versicolor
5.9	Virginica
8.5	Virginica
6.5	Versicolor
7.6	Virginica
1.2	Setosa
8.2	Versicolor
6.0	Versicolor
2.0	Setosa
1.5	Setosa
8.3	Versicolor
9.2	Versicolor
5.0	Versicolor
4.9	Setosa
5.3	Versicolor
5.2	Setosa
2.9	Setosa
2.1	Setosa
8.9	Versicolor
5.4	Setosa
8.1	Virginica
5.6	Virginica
4.2	Setosa
5.8	Versicolor
6.3	Virginica
5.9	Setosa
8.9	Virginica
6.8	Virginica
5.4	Virginica
6.1	Virginica
5.5	Versicolor
6.1	Virginica
4.3	Setosa
2.5	Setosa
5.5	Versicolor
3.1	Setosa
5.3	Setosa
8.5	Versicolor
10.4	Virginica
9.0	Versicolor
4.8	Setosa
9.6	Virginica
4.5	Setosa
3.5	Setosa
2.3	Setosa
6.2	Versicolor
8.2	Versicolor
9.1	Virginica
2.9	Setosa
1.4	Setosa
9.2	Versicolor
5.4	Setosa
6.7	Versicolor
6.4	Versicolor
5.9	Setosa
4.5	Versicolor
6.6	Versicolor
9.1	Virginica
6.6	Virginica
6.0	Setosa
8.6	Virginica
5.8	Versicolor
9.4	Virginica
