sepal.length	sepal.width	variety
8.7	3.0	Virginica
11.2	7.6	Virginica
8.0	5.4	Setosa
9.0	5.4	Versicolor
10.2	3.7	Virginica
7.8	3.4	Setosa
8.5	7.0	Setosa
6.5	6.8	Versicolor
9.4	4.7	Virginica
5.9	4.1	Setosa
7.9	7.9	Setosa
7.8	3.5	Setosa
9.1	4.1	Setosa
10.2	5.3	Versicolor
9.1	4.7	Setosa
9.0	6.0	Versicolor
7.8	4.3	Virginica
9.6	4.5	Versicolor
7.9	7.2	Setosa
7.9	3.1	Virginica
6.3	5.5	Setosa
5.6	7.3	Setosa
9.4	5.7	Virginica
10.4	4.8	Virginica
9.5	5.3	Setosa
7.9	3.4	Setosa
8.0	8.2	Setosa
9.3	6.9	Virginica
5.1	6.3	Setosa
10.0	3.3	Versicolor
10.5	2.2	Versicolor
8.7	4.6	Virginica
7.6	6.2	Versicolor
8.3	7.0	Versicolor
6.1	8.0	Setosa
9.9	4.7	Versicolor
8.8	7.2	Virginica
8.2	2.8	Versicolor
10.3	2.7	Virginica
5.6	7.5	Versicolor
10.2	5.9	Versicolor
6.5	6.4	Setosa
6.9	6.8	Virginica
11.0	5.5	Virginica
9.4	4.6	Setosa
9.0	4.5	Setosa
10.0	3.3	Versicolor
9.8	6.7	Versicolor
9.1	7.1	Virginica
9.7	7.4	Setosa
6.3	4.3	Virginica
9.9	7.7	Virginica
7.9	6.4	Setosa
7.7	5.4	Versicolor
7.0	8.1	Setosa
8.1	4.0	Virginica
7.5	7.2	Versicolor
6.2	5.8	Setosa
8.1	2.9	Versicolor
9.6	2.9	Versicolor
5.7	6.5	Versicolor
8.7	3.5	Virginica
8.6	7.5	Versicolor
9.5	2.9	Versicolor
7.4	8.4	Setosa
7.4	4.7	Versicolor
11.4	6.1	Virginica
6.1	3.0	Versicolor
6.4	7.3	Virginica
7.8	6.8	Virginica
7.6	6.3	Setosa
9.7	3.8	Virginica
8.3	5.6	Versicolor
7.1	5.9	Setosa
10.6	4.0	Versicolor
10.2	5.0	Versicolor
9.7	4.0	Setosa
6.6	5.3	Setosa
7.2	5.2	Versicolor
6.8	5.3	Versicolor
9.2	3.3	Virginica
8.7	3.1	Versicolor
11.2	5.5	Virginica
8.3	7.0	Virginica
8.5	7.4	Versicolor
7.8	5.8	Versicolor
5.8	3.7	Setosa
7.7	4.0	Virginica
6.4	7.7	Setosa
8.9	3.0	Setosa
8.5	6.6	Versicolor
9.0	2.3	Setosa
9.6	7.0	Setosa
7.9	7.0	Virginica
9.2	6.6	Versicolor
5.0	6.5	Setosa
12.4	3.8	Virginica
8.3	3.2	Virginica
9.0	3.0	Virginica
10.6	6.3	Versicolor
7.0	6.5	Setosa
7.2	5.2	Setosa
7.0	6.0	Versicolor
10.4	5.6	Virginica
7.1	6.5	Virginica
