sepal.length	variety
6.8	Versicolor
8.1	Setosa
10.8	Versicolor
8.2	Virginica
7.6	Versicolor
6.8	Setosa
6.7	Versicolor
8.7	Virginica
8.3	Setosa
6.5	Setosa
7.7	Versicolor
9.8	Virginica
5.6	Setosa
9.1	Setosa
8.8	Setosa
5.5	Setosa
11.4	Virginica
8.4	Setosa
7.7	Versicolor
7.8	Versicolor
6.7	Versicolor
7.0	Setosa
7.7	Setosa
8.7	Virginica
7.9	Virginica
10.0	Versicolor
7.4	Virginica
6.6	Versicolor
9.6	Virginica
8.2	Versicolor
7.4	Versicolor
9.4	Versicolor
10.8	Virginica
8.1	Versicolor
8.7	Versicolor
6.4	Virginica
5.7	Setosa
6.1	Versicolor
5.9	Setosa
8.4	Virginica
11.2	Versicolor
10.0	Versicolor
6.0	Setosa
8.4	Versicolor
6.6	Virginica
8.8	Virginica
5.5	Setosa
6.3	Setosa
8.3	Virginica
7.7	Setosa
8.4	Setosa
10.4	Versicolor
7.5	Setosa
6.1	Versicolor
6.6	Versicolor
7.2	Virginica
8.3	Virginica
8.3	Virginica
8.8	Versicolor
6.0	Versicolor
7.8	Setosa
9.1	Virginica
7.9	Versicolor
7.1	Setosa
9.0	Virginica
8.0	Virginica
8.0	Setosa
10.4	Virginica
10.3	Virginica
7.8	Virginica
6.2	Setosa
8.4	Virginica
5.5	Setosa
7.6	Virginica
8.6	Virginica
5.4	Setosa
9.2	Virginica
6.7	Virginica
9.1	Versicolor
8.0	Versicolor
5.0	Versicolor
7.6	Versicolor
8.3	Virginica
10.2	Virginica
5.8	Versicolor
6.4	Setosa
8.7	Virginica
7.8	Setosa
5.8	Setosa
9.7	Virginica
11.2	Virginica
10.8	Versicolor
9.6	Setosa
8.0	Setosa
6.2	Setosa
9.0	Virginica
9.4	Setosa
9.7	Setosa
6.1	Setosa
6.4	Virginica
7.7	Virginica
8.6	Setosa
7.1	Setosa
10.0	Virginica
8.0	Virginica
