petal.width	variety
3.2	Setosa
2.4	Virginica
0.8	Setosa
4.6	Versicolor
4.8	Setosa
5.0	Versicolor
4.1	Setosa
2.0	Versicolor
3.9	Setosa
2.7	Versicolor
4.8	Virginica
1.7	Virginica
2.6	Versicolor
4.4	Versicolor
4.0	Virginica
3.0	Versicolor
4.2	Setosa
5.8	Versicolor
2.4	Virginica
1.2	Setosa
2.7	Versicolor
3.1	Virginica
4.4	Setosa
5.2	Versicolor
4.3	Versicolor
5.3	Virginica
4.0	Versicolor
7.0	Virginica
5.8	Versicolor
5.1	Virginica
6.3	Virginica
5.5	Virginica
5.8	Virginica
2.3	Versicolor
6.6	Virginica
0.3	Setosa
4.0	Versicolor
3.3	Versicolor
2.5	Virginica
6.3	Virginica
5.6	Versicolor
3.5	Virginica
4.3	Versicolor
4.1	Setosa
3.9	Setosa
3.6	Setosa
2.1	Setosa
4.0	Virginica
5.3	Versicolor
4.2	Setosa
2.7	Setosa
1.3	Versicolor
2.3	Virginica
2.7	Setosa
2.0	Versicolor
3.8	Setosa
3.9	Virginica
4.3	Virginica
0.7	Setosa
6.3	Virginica
6.8	Virginica
5.6	Versicolor
2.3	Setosa
1.3	Setosa
3.3	Virginica
5.3	Versicolor
2.4	Virginica
3.2	Setosa
3.6	Setosa
0.7	Setosa
0.7	Setosa
2.2	Setosa
2.2	Setosa
2.7	Setosa
5.8	Virginica
5.5	Versicolor
1.8	Setosa
2.3	Virginica
3.4	Versicolor
3.9	Virginica
6.0	Versicolor
1.0	Versicolor
3.0	Versicolor
3.8	Virginica
1.1	Versicolor
5.7	Versicolor
3.0	Versicolor
3.0	Versicolor
2.8	Versicolor
3.7	Setosa
2.1	Virginica
4.2	Setosa
2.8	Virginica
2.3	Virginica
0.2	Setosa
4.0	Setosa
3.2	Setosa
4.7	Setosa
0.7	Setosa
4.0	Versicolor
6.8	Virginica
3.7	Setosa
5.8	Virginica
5.7	Versicolor
2.1	Versicolor
