petal.length	petal.width	variety
6.8	5.3	Versicolor
6.8	2.0	Versicolor
5.5	3.9	Virginica
5.3	3.2	Setosa
5.7	5.8	Versicolor
7.0	6.1	Versicolor
1.4	3.7	Setosa
8.7	2.3	Versicolor
8.2	3.5	Virginica
10.5	3.3	Virginica
7.9	3.8	Virginica
3.5	0.2	Setosa
6.4	5.1	Versicolor
8.5	1.5	Versicolor
8.6	4.2	Virginica
2.3	1.7	Setosa
7.8	6.8	Virginica
10.0	1.8	Virginica
6.6	1.8	Versicolor
9.4	5.3	Virginica
6.4	2.0	Virginica
10.2	6.0	Virginica
8.7	2.6	Virginica
5.0	2.0	Virginica
3.9	0.3	Setosa
5.1	2.5	Versicolor
5.0	3.5	Versicolor
9.0	2.2	Virginica
4.2	2.8	Setosa
4.4	5.8	Versicolor
1.4	1.8	Setosa
4.0	5.5	Versicolor
2.9	4.7	Setosa
3.7	1.7	Setosa
7.4	2.4	Versicolor
6.8	3.6	Versicolor
9.6	6.0	Virginica
5.8	3.2	Virginica
4.9	1.4	Versicolor
8.2	1.5	Versicolor
7.9	2.4	Versicolor
3.5	2.5	Versicolor
2.9	4.7	Setosa
8.5	4.2	Versicolor
3.1	1.9	Setosa
4.9	0.2	Setosa
3.6	2.2	Setosa
5.1	3.8	Virginica
4.8	4.3	Setosa
4.7	1.0	Versicolor
6.0	2.8	Versicolor
3.6	3.2	Setosa
6.4	5.0	Virginica
8.9	3.8	Virginica
3.4	4.6	Setosa
1.7	1.7	Setosa
9.5	3.5	Virginica
7.5	5.3	Virginica
4.9	5.5	Versicolor
8.5	4.7	Versicolor
9.0	2.0	Versicolor
2.9	0.1	Setosa
5.0	3.6	Setosa
7.6	3.9	Virginica
2.5	3.2	Setosa
2.9	2.2	Setosa
3.4	0.2	Setosa
5.5	3.3	Versicolor
6.4	3.4	Setosa
5.5	4.5	Versicolor
8.2	4.2	Versicolor
8.7	6.0	Virginica
3.7	0.5	Setosa
5.0	0.9	Setosa
5.0	1.8	Versicolor
3.5	5.1	Versicolor
5.0	4.2	Setosa
3.8	2.4	Setosa
7.7	5.5	Versicolor
4.9	2.7	Versicolor
6.7	3.8	Virginica
6.0	0.2	Setosa
6.6	4.4	Virginica
4.0	3.4	Setosa
1.7	2.2	Setosa
8.6	4.6	Virginica
7.3	4.5	Versicolor
9.1	3.4	Virginica
6.3	6.1	Virginica
4.5	2.0	Versicolor
1.8	0.8	Setosa
5.7	3.4	Versicolor
8.3	3.4	Virginica
7.8	5.8	Versicolor
8.3	2.8	Virginica
6.0	3.8	Versicolor
8.1	5.6	Virginica
10.3	4.3	Virginica
4.6	2.7	Setosa
5.2	3.1	Versicolor
8.0	4.6	Virginica
10.6	5.0	Virginica
8.1	6.8	Virginica
5.2	1.9	Versicolor
8.4	5.8	Virginica
