sepal.length	sepal.width	variety
4.4	6.2	Setosa
9.0	3.4	Versicolor
8.3	6.0	Setosa
6.3	5.4	Setosa
10.2	5.5	Virginica
9.5	6.7	Versicolor
7.0	6.3	Setosa
9.8	5.7	Versicolor
9.8	5.5	Versicolor
9.0	6.7	Virginica
8.7	4.9	Setosa
6.0	6.0	Setosa
9.2	6.3	Setosa
5.2	7.7	Setosa
6.8	7.4	Virginica
9.9	7.7	Versicolor
6.8	6.8	Virginica
8.9	2.4	Versicolor
6.4	7.4	Versicolor
5.7	6.0	Virginica
9.1	6.5	Virginica
8.2	5.3	Versicolor
5.2	4.9	Setosa
7.6	3.5	Versicolor
5.5	7.4	Setosa
5.7	6.8	Versicolor
9.3	5.6	Versicolor
8.2	4.5	Virginica
8.9	8.2	Setosa
7.9	5.7	Virginica
8.7	5.6	Virginica
6.1	4.0	Versicolor
9.8	5.2	Setosa
6.1	3.8	Versicolor
7.6	6.1	Virginica
8.0	2.7	Virginica
6.7	6.3	Virginica
8.1	3.4	Setosa
10.1	4.5	Versicolor
7.0	5.8	Versicolor
11.4	6.6	Virginica
7.1	7.5	Versicolor
6.5	3.9	Setosa
9.0	6.9	Versicolor
11.2	7.8	Virginica
10.0	3.0	Virginica
8.9	3.6	Setosa
10.3	3.2	Virginica
9.2	5.5	Setosa
8.5	5.1	Setosa
8.5	4.1	Versicolor
6.6	4.9	Setosa
9.7	6.9	Versicolor
10.3	4.7	Virginica
6.3	5.5	Virginica
8.0	5.5	Virginica
5.5	5.2	Setosa
9.0	4.5	Virginica
4.9	4.5	Setosa
8.6	3.4	Versicolor
6.5	6.5	Setosa
9.0	3.0	Versicolor
7.8	5.7	Virginica
10.2	5.5	Versicolor
7.6	5.2	Setosa
6.0	3.3	Setosa
9.6	5.8	Setosa
8.0	5.5	Versicolor
9.2	6.6	Versicolor
9.5	4.5	Setosa
5.9	3.9	Setosa
6.1	4.0	Versicolor
5.6	5.7	Versicolor
5.6	6.0	Setosa
6.2	5.7	Versicolor
9.7	4.8	Virginica
8.9	5.2	Virginica
9.3	6.2	Virginica
4.9	3.5	Virginica
6.6	5.8	Setosa
5.8	5.7	Versicolor
9.7	5.5	Versicolor
7.8	4.3	Versicolor
7.4	7.6	Virginica
7.7	5.4	Virginica
11.1	6.5	Virginica
9.0	6.4	Versicolor
8.0	4.5	Virginica
9.3	3.0	Virginica
11.2	7.1	Virginica
7.0	2.7	Versicolor
5.2	7.6	Setosa
7.8	6.3	Virginica
9.1	2.8	Versicolor
7.8	5.5	Setosa
9.7	4.3	Virginica
8.7	6.7	Setosa
10.4	7.1	Virginica
6.3	4.9	Setosa
8.0	3.7	Versicolor
4.8	7.1	Setosa
9.9	5.9	Setosa
7.9	8.1	Setosa
9.3	7.3	Virginica
6.4	3.2	Versicolor
