petal.width	variety
3.7	Setosa
3.5	Versicolor
4.3	Setosa
4.6	Virginica
5.1	Virginica
3.5	Versicolor
0.3	Setosa
2.7	Setosa
5.3	Versicolor
5.8	Versicolor
1.9	Versicolor
6.6	Virginica
1.9	Versicolor
5.5	Versicolor
5.1	Versicolor
2.1	Versicolor
4.4	Setosa
3.6	Setosa
1.4	Setosa
3.8	Versicolor
3.8	Versicolor
5.5	Virginica
4.8	Virginica
5.5	Versicolor
3.8	Virginica
4.2	Virginica
4.5	Virginica
4.3	Virginica
5.0	Versicolor
0.3	Setosa
1.7	Versicolor
1.7	Setosa
5.3	Versicolor
4.7	Versicolor
6.0	Versicolor
3.9	Virginica
2.5	Virginica
5.2	Versicolor
2.7	Setosa
3.1	Versicolor
4.6	Versicolor
4.1	Virginica
1.4	Versicolor
2.9	Virginica
5.0	Versicolor
4.7	Setosa
3.3	Versicolor
4.3	Virginica
2.8	Setosa
5.3	Versicolor
5.0	Virginica
3.2	Setosa
2.7	Setosa
4.9	Versicolor
1.4	Setosa
5.8	Virginica
0.2	Setosa
1.0	Versicolor
6.8	Virginica
5.8	Virginica
6.0	Virginica
2.3	Versicolor
3.8	Virginica
2.8	Virginica
4.5	Versicolor
5.5	Virginica
1.7	Setosa
6.7	Virginica
5.0	Versicolor
0.2	Setosa
3.8	Virginica
4.4	Virginica
2.1	Setosa
3.8	Virginica
1.7	Setosa
1.9	Setosa
4.6	Virginica
1.9	Versicolor
3.9	Virginica
1.8	Versicolor
3.8	Setosa
6.8	Virginica
5.8	Versicolor
3.7	Virginica
3.9	Virginica
1.5	Versicolor
5.0	Virginica
5.8	Virginica
2.7	Setosa
4.8	Versicolor
5.6	Versicolor
2.8	Virginica
2.9	Versicolor
3.8	Virginica
4.1	Virginica
3.0	Versicolor
2.7	Setosa
2.5	Virginica
2.2	Setosa
2.2	Setosa
2.7	Setosa
3.2	Setosa
4.7	Setosa
3.1	Setosa
4.9	Virginica
