petal.width	variety
3.3	Virginica
2.2	Virginica
1.8	Setosa
5.8	Virginica
5.1	Versicolor
4.7	Setosa
5.0	Virginica
5.3	Virginica
2.6	Virginica
4.6	Setosa
2.6	Versicolor
1.5	Versicolor
2.2	Setosa
2.6	Versicolor
4.2	Versicolor
2.7	Setosa
4.8	Setosa
1.2	Versicolor
1.9	Versicolor
1.6	Setosa
0.4	Setosa
5.5	Versicolor
3.8	Versicolor
3.7	Setosa
3.0	Versicolor
4.1	Setosa
3.2	Setosa
4.1	Setosa
1.7	Setosa
3.5	Virginica
3.0	Versicolor
4.0	Versicolor
5.8	Virginica
0.1	Setosa
4.1	Virginica
4.2	Setosa
3.7	Setosa
3.9	Virginica
4.6	Virginica
2.0	Virginica
6.0	Versicolor
1.7	Setosa
3.3	Versicolor
4.2	Setosa
3.6	Virginica
2.2	Virginica
4.5	Versicolor
2.7	Setosa
1.2	Setosa
5.1	Virginica
4.1	Versicolor
4.2	Setosa
5.3	Versicolor
2.8	Virginica
2.2	Setosa
2.0	Virginica
3.8	Versicolor
4.9	Versicolor
5.5	Virginica
2.2	Versicolor
5.4	Versicolor
4.1	Versicolor
2.8	Virginica
2.8	Virginica
4.4	Setosa
4.2	Setosa
5.7	Versicolor
5.8	Versicolor
3.0	Versicolor
2.3	Virginica
3.5	Versicolor
5.4	Virginica
0.7	Setosa
5.8	Versicolor
3.9	Setosa
4.0	Virginica
5.8	Versicolor
4.2	Versicolor
5.8	Virginica
4.2	Setosa
5.6	Virginica
3.0	Versicolor
3.3	Virginica
3.4	Versicolor
4.3	Virginica
3.4	Virginica
4.2	Setosa
4.3	Virginica
3.5	Virginica
3.7	Virginica
1.7	Setosa
1.9	Setosa
2.5	Virginica
4.0	Versicolor
1.2	Setosa
1.7	Versicolor
6.3	Virginica
4.4	Virginica
4.8	Versicolor
5.0	Versicolor
5.3	Virginica
4.8	Versicolor
3.0	Versicolor
4.7	Setosa
2.5	Virginica
