petal.length	petal.width	variety
4.7	5.3	Versicolor
6.4	1.5	Versicolor
8.1	4.3	Virginica
10.0	3.1	Virginica
5.1	0.7	Setosa
8.6	2.4	Virginica
2.9	4.2	Setosa
2.0	4.2	Setosa
7.3	1.5	Versicolor
8.8	4.8	Versicolor
4.1	2.2	Setosa
3.5	0.2	Setosa
6.1	2.0	Virginica
10.1	5.4	Virginica
5.3	4.2	Setosa
6.0	4.2	Versicolor
6.1	6.4	Virginica
8.5	4.5	Versicolor
7.8	5.4	Versicolor
7.6	6.1	Virginica
6.1	4.2	Virginica
9.8	1.6	Virginica
5.7	2.2	Versicolor
4.0	1.9	Setosa
6.5	4.3	Virginica
4.7	1.5	Setosa
5.1	4.6	Setosa
4.4	5.4	Versicolor
9.6	3.0	Virginica
5.4	0.3	Setosa
5.4	1.2	Versicolor
8.2	2.8	Virginica
7.0	1.2	Versicolor
3.4	3.6	Setosa
5.9	2.7	Setosa
5.8	2.2	Setosa
8.0	5.0	Virginica
6.1	1.8	Versicolor
5.5	2.3	Virginica
7.8	5.3	Versicolor
6.9	5.8	Virginica
4.5	2.1	Versicolor
6.9	3.3	Versicolor
3.8	4.2	Setosa
7.2	4.0	Versicolor
7.7	3.0	Versicolor
6.4	2.4	Versicolor
2.9	2.7	Setosa
5.7	2.6	Versicolor
1.5	4.7	Setosa
6.8	5.7	Virginica
5.6	5.8	Versicolor
5.5	0.4	Setosa
2.5	1.6	Setosa
4.5	2.9	Setosa
9.4	3.5	Virginica
4.7	2.2	Setosa
2.5	0.3	Setosa
5.9	0.7	Setosa
3.4	0.3	Setosa
8.4	6.5	Virginica
2.2	3.3	Setosa
8.0	2.5	Versicolor
4.5	4.8	Versicolor
6.1	3.8	Versicolor
3.6	1.4	Setosa
7.8	2.3	Virginica
4.5	5.8	Versicolor
6.0	6.5	Virginica
5.9	2.6	Virginica
4.2	5.7	Versicolor
8.4	2.8	Virginica
5.9	3.7	Setosa
5.6	1.7	Setosa
8.2	3.1	Virginica
8.4	4.3	Virginica
5.3	1.1	Versicolor
6.1	1.8	Virginica
4.6	3.7	Setosa
6.8	4.3	Virginica
7.7	5.5	Virginica
11.1	5.6	Virginica
7.0	2.9	Virginica
8.0	4.5	Versicolor
8.1	2.8	Versicolor
6.6	2.4	Virginica
9.4	4.1	Virginica
7.0	4.5	Versicolor
2.9	0.2	Setosa
7.1	4.9	Virginica
8.4	3.1	Versicolor
8.1	6.0	Virginica
10.2	2.5	Virginica
1.3	3.9	Setosa
4.0	1.5	Versicolor
3.4	4.7	Setosa
4.5	3.7	Setosa
1.6	4.6	Setosa
3.6	2.2	Setosa
2.7	1.2	Setosa
6.8	4.3	Virginica
8.1	4.9	Virginica
2.7	1.4	Setosa
3.4	1.4	Setosa
7.8	2.8	Virginica
