sepal.width	petal.length	variety
3.7	6.1	Versicolor
2.4	6.8	Versicolor
3.4	4.2	Versicolor
7.6	9.9	Virginica
5.9	7.8	Versicolor
3.0	8.7	Versicolor
7.5	5.1	Setosa
5.5	10.4	Virginica
4.1	10.6	Virginica
6.3	2.4	Setosa
3.5	3.5	Setosa
5.1	5.5	Virginica
5.1	5.9	Versicolor
7.6	4.0	Setosa
7.7	7.8	Versicolor
3.7	6.4	Versicolor
3.2	9.2	Virginica
4.6	9.6	Virginica
5.2	8.5	Versicolor
2.8	4.9	Virginica
6.3	3.3	Setosa
4.4	2.0	Setosa
7.4	2.9	Setosa
6.3	9.6	Virginica
4.6	5.7	Versicolor
5.3	8.0	Versicolor
5.4	3.2	Setosa
5.8	6.1	Versicolor
3.0	8.9	Virginica
5.8	10.6	Virginica
5.8	7.3	Versicolor
3.0	5.9	Setosa
5.6	6.5	Versicolor
3.0	8.9	Versicolor
6.0	5.9	Versicolor
7.2	4.7	Versicolor
4.5	4.5	Versicolor
4.9	6.0	Setosa
7.4	8.1	Virginica
3.2	1.3	Setosa
6.2	10.5	Virginica
4.5	5.5	Virginica
7.3	5.2	Setosa
5.0	3.4	Setosa
3.3	8.2	Versicolor
4.0	6.3	Virginica
4.4	6.3	Virginica
5.3	8.0	Versicolor
6.5	4.7	Versicolor
5.0	7.6	Versicolor
3.0	1.8	Setosa
4.2	5.6	Virginica
5.7	8.5	Versicolor
3.7	5.5	Setosa
5.8	8.6	Virginica
6.9	3.8	Versicolor
5.8	6.4	Versicolor
6.4	7.5	Versicolor
3.9	4.4	Setosa
8.3	3.5	Setosa
4.4	9.4	Virginica
4.4	1.4	Setosa
7.4	2.0	Setosa
4.5	7.1	Versicolor
4.4	4.3	Versicolor
7.4	4.2	Setosa
4.8	6.7	Virginica
4.1	5.5	Setosa
3.0	8.0	Virginica
2.5	5.8	Virginica
4.9	6.1	Versicolor
6.5	7.0	Versicolor
6.3	3.9	Setosa
5.2	9.1	Virginica
7.2	6.4	Virginica
6.8	5.1	Virginica
6.6	3.5	Setosa
3.7	5.9	Setosa
3.0	9.1	Virginica
5.0	1.2	Setosa
3.9	6.0	Versicolor
4.2	6.7	Versicolor
3.5	8.5	Versicolor
5.0	10.3	Virginica
5.2	5.9	Versicolor
5.3	6.6	Versicolor
5.7	6.5	Virginica
7.8	7.4	Virginica
5.2	5.1	Versicolor
5.4	5.1	Setosa
8.2	5.9	Setosa
4.7	7.3	Virginica
5.0	8.5	Virginica
4.5	5.1	Virginica
5.6	1.9	Setosa
6.8	4.7	Versicolor
4.0	2.3	Setosa
7.7	3.0	Setosa
4.9	6.0	Setosa
4.5	9.5	Virginica
6.7	5.1	Setosa
3.7	7.6	Virginica
3.0	6.7	Virginica
3.3	5.3	Versicolor
2.7	6.5	Versicolor
