petal.length	variety
3.4	Setosa
9.7	Virginica
7.1	Versicolor
5.6	Setosa
3.9	Setosa
8.3	Versicolor
6.2	Versicolor
6.5	Versicolor
7.6	Virginica
3.8	Setosa
5.4	Virginica
10.7	Virginica
7.3	Virginica
7.9	Virginica
5.0	Virginica
1.7	Setosa
9.5	Virginica
4.3	Setosa
6.6	Versicolor
5.5	Setosa
5.5	Setosa
3.0	Setosa
7.7	Versicolor
4.5	Versicolor
4.9	Versicolor
3.4	Setosa
7.6	Virginica
6.1	Setosa
4.9	Setosa
5.8	Versicolor
4.6	Versicolor
5.8	Setosa
9.1	Versicolor
5.3	Setosa
7.5	Versicolor
6.3	Virginica
2.4	Setosa
2.5	Setosa
5.6	Virginica
5.4	Setosa
10.9	Virginica
1.6	Setosa
5.5	Setosa
10.4	Virginica
7.3	Versicolor
2.5	Setosa
6.0	Setosa
8.2	Versicolor
4.7	Setosa
4.9	Setosa
6.5	Versicolor
6.2	Versicolor
2.6	Setosa
5.3	Virginica
6.6	Versicolor
2.3	Setosa
7.2	Versicolor
6.2	Virginica
5.5	Setosa
5.0	Versicolor
2.9	Setosa
6.5	Virginica
8.1	Virginica
8.6	Virginica
3.4	Setosa
6.4	Versicolor
8.5	Versicolor
3.4	Setosa
2.9	Setosa
5.9	Versicolor
6.5	Versicolor
8.5	Virginica
1.7	Setosa
6.0	Virginica
7.5	Versicolor
6.8	Virginica
7.5	Versicolor
4.0	Setosa
7.6	Virginica
7.4	Virginica
7.4	Versicolor
3.3	Setosa
9.2	Virginica
7.8	Versicolor
6.6	Virginica
5.1	Versicolor
6.1	Virginica
6.0	Setosa
5.6	Virginica
2.3	Setosa
6.2	Versicolor
7.4	Versicolor
8.4	Versicolor
7.4	Virginica
9.7	Virginica
4.2	Versicolor
7.7	Virginica
6.0	Virginica
4.6	Versicolor
8.7	Versicolor
6.6	Virginica
9.0	Virginica
1.4	Setosa
9.6	Virginica
5.4	Setosa
