sepal.width	petal.length	variety
7.6	3.5	Setosa
3.6	7.1	Virginica
2.5	5.4	Versicolor
6.0	9.4	Virginica
5.7	5.6	Versicolor
7.0	7.4	Virginica
5.2	10.0	Virginica
4.6	5.4	Setosa
7.1	5.9	Versicolor
4.0	3.4	Setosa
4.1	1.6	Setosa
7.0	7.7	Virginica
3.5	7.8	Virginica
3.8	4.6	Versicolor
4.4	8.5	Versicolor
5.9	8.8	Versicolor
3.6	7.9	Virginica
4.9	1.7	Setosa
5.4	8.4	Virginica
3.8	7.6	Virginica
7.1	3.0	Setosa
6.5	6.5	Versicolor
6.0	11.1	Virginica
2.0	5.5	Versicolor
7.0	6.1	Setosa
5.8	2.3	Setosa
4.3	1.4	Setosa
6.9	7.3	Versicolor
3.6	5.0	Versicolor
7.7	3.5	Setosa
4.3	9.6	Virginica
5.5	4.4	Setosa
4.0	1.6	Setosa
6.1	5.5	Setosa
7.5	7.3	Virginica
7.1	9.1	Virginica
7.2	4.7	Versicolor
6.8	4.7	Setosa
4.3	7.9	Virginica
4.4	6.7	Versicolor
6.0	4.9	Setosa
7.4	6.1	Versicolor
7.8	7.7	Versicolor
7.6	9.1	Virginica
2.8	7.2	Virginica
4.9	9.6	Virginica
3.8	6.6	Virginica
6.7	8.1	Virginica
3.0	5.0	Versicolor
7.1	5.9	Setosa
6.5	4.4	Versicolor
5.0	2.5	Setosa
5.7	6.4	Versicolor
6.4	1.4	Setosa
7.4	10.1	Virginica
6.4	3.5	Setosa
4.8	6.0	Versicolor
7.2	6.5	Versicolor
4.0	3.9	Setosa
4.2	7.6	Versicolor
6.3	3.1	Setosa
6.4	5.8	Versicolor
3.3	7.0	Versicolor
5.1	8.0	Versicolor
3.5	4.9	Versicolor
7.8	10.4	Virginica
5.8	8.2	Virginica
2.7	9.0	Versicolor
4.0	5.5	Versicolor
7.2	6.6	Virginica
5.2	1.2	Setosa
5.4	2.5	Setosa
3.3	5.1	Versicolor
4.1	2.5	Setosa
3.9	4.9	Setosa
7.5	6.8	Virginica
5.7	6.3	Versicolor
5.9	4.8	Setosa
4.8	7.7	Versicolor
3.5	4.6	Setosa
6.2	6.4	Virginica
5.7	4.9	Virginica
4.5	9.3	Virginica
5.1	8.9	Versicolor
4.7	6.5	Virginica
6.2	4.4	Setosa
6.2	5.0	Setosa
3.5	5.5	Virginica
5.3	9.7	Virginica
3.9	5.2	Setosa
3.5	6.5	Virginica
5.3	5.8	Versicolor
5.4	7.1	Versicolor
6.4	10.8	Virginica
5.2	3.9	Setosa
4.4	4.7	Versicolor
6.7	5.8	Setosa
5.7	5.7	Versicolor
5.0	6.6	Versicolor
5.8	7.6	Virginica
7.0	1.8	Setosa
4.8	9.2	Virginica
3.5	8.0	Virginica
3.2	7.4	Versicolor
4.4	3.5	Setosa
