sepal.width	petal.length	petal.width	variety
5.6	8.4	3.9	Versicolor
6.4	1.4	1.3	Setosa
3.6	4.5	4.2	Setosa
3.4	8.3	1.6	Versicolor
4.7	5.0	3.5	Versicolor
7.4	1.4	1.7	Setosa
3.8	9.1	3.9	Virginica
7.5	6.1	2.1	Setosa
7.5	5.2	3.0	Versicolor
7.2	6.4	5.4	Versicolor
4.7	7.1	4.1	Versicolor
4.5	9.5	3.0	Virginica
2.8	6.8	2.3	Virginica
7.5	4.4	2.3	Setosa
7.0	8.1	6.6	Virginica
7.1	6.9	4.6	Virginica
2.6	4.5	5.0	Versicolor
4.1	9.6	3.4	Virginica
5.9	3.1	0.4	Setosa
7.7	9.0	5.8	Virginica
7.2	8.1	2.9	Virginica
4.3	7.0	3.3	Versicolor
3.6	6.9	2.8	Virginica
3.0	4.9	1.7	Setosa
3.4	8.0	3.0	Versicolor
5.7	9.8	3.4	Virginica
3.5	5.0	4.0	Versicolor
7.0	4.3	0.3	Setosa
8.5	2.7	0.7	Setosa
5.6	5.9	2.2	Setosa
3.1	7.5	5.2	Versicolor
8.0	5.9	4.8	Setosa
4.8	2.4	2.2	Setosa
3.6	6.6	2.3	Virginica
4.4	6.0	0.4	Setosa
5.8	6.3	4.9	Versicolor
5.5	5.0	2.7	Setosa
3.2	6.9	5.7	Versicolor
4.9	6.2	1.2	Setosa
4.0	2.3	2.2	Setosa
3.5	6.4	3.6	Versicolor
7.2	8.1	2.5	Versicolor
6.3	3.1	1.2	Setosa
3.9	5.2	4.4	Versicolor
3.1	6.9	5.0	Versicolor
3.8	6.7	1.7	Versicolor
3.3	9.5	7.0	Virginica
5.7	6.0	5.5	Versicolor
6.6	6.7	5.5	Versicolor
5.6	5.0	4.7	Setosa
6.4	6.1	4.7	Setosa
4.8	7.4	6.0	Virginica
6.8	7.2	2.5	Virginica
2.3	1.8	2.8	Setosa
6.5	5.5	2.1	Versicolor
6.3	5.1	4.4	Virginica
3.4	3.7	3.0	Versicolor
7.7	8.2	3.4	Versicolor
6.7	4.2	2.3	Versicolor
7.3	7.1	6.2	Virginica
8.2	4.9	3.2	Setosa
4.3	6.4	1.4	Setosa
5.4	9.0	1.6	Versicolor
7.2	5.3	4.8	Virginica
6.3	4.5	2.3	Setosa
3.5	3.8	3.7	Setosa
2.8	5.5	2.3	Versicolor
5.6	8.6	2.5	Virginica
4.5	7.0	1.5	Versicolor
8.4	5.7	0.4	Setosa
5.6	9.1	4.9	Virginica
5.2	8.6	5.0	Virginica
4.8	1.7	4.0	Setosa
7.0	8.2	5.7	Versicolor
4.2	3.5	1.4	Setosa
6.4	8.4	4.8	Virginica
3.6	3.0	4.2	Setosa
6.5	7.9	2.8	Virginica
7.9	3.0	0.9	Setosa
4.5	8.5	3.2	Versicolor
5.5	7.6	6.3	Virginica
6.6	5.4	2.2	Versicolor
3.4	9.1	6.4	Virginica
7.9	5.5	4.7	Setosa
3.9	6.3	2.3	Versicolor
6.7	10.2	6.8	Virginica
6.2	5.6	5.9	Virginica
4.8	4.6	1.5	Versicolor
5.8	5.0	1.3	Versicolor
6.4	6.6	2.3	Versicolor
3.8	4.1	3.3	Versicolor
5.4	6.1	5.3	Versicolor
4.1	1.5	1.6	Setosa
4.2	4.9	1.8	Virginica
3.7	5.3	4.2	Setosa
4.5	5.1	1.6	Setosa
7.7	3.7	3.2	Setosa
4.5	3.5	4.0	Versicolor
7.3	2.2	0.3	Setosa
7.9	2.9	0.7	Setosa
6.5	7.0	4.4	Virginica
6.5	2.9	4.2	Setosa
7.5	6.4	2.9	Versicolor
6.8	9.6	6.6	Virginica
4.9	1.5	2.7	Setosa
