sepal.length	sepal.width	variety
8.7	6.4	Versicolor
8.7	5.6	Virginica
12.2	4.3	Virginica
6.4	5.6	Virginica
9.1	7.5	Versicolor
9.0	3.8	Versicolor
7.7	4.6	Virginica
8.4	8.4	Setosa
6.3	5.9	Virginica
7.7	6.0	Virginica
5.5	6.0	Versicolor
8.3	4.7	Virginica
6.0	5.5	Versicolor
10.3	7.3	Virginica
10.7	3.0	Versicolor
7.9	5.2	Virginica
10.3	6.5	Virginica
7.7	6.1	Versicolor
9.2	8.3	Virginica
10.0	3.4	Versicolor
10.7	6.4	Virginica
9.6	4.3	Setosa
8.4	6.6	Setosa
6.0	4.7	Versicolor
10.6	3.8	Versicolor
9.4	3.7	Setosa
5.0	6.5	Setosa
7.8	6.4	Setosa
8.2	3.1	Versicolor
9.2	7.5	Virginica
8.1	6.5	Virginica
7.4	7.3	Virginica
9.7	4.9	Versicolor
6.4	3.3	Virginica
6.4	5.5	Setosa
7.3	5.3	Versicolor
8.8	4.3	Versicolor
9.8	5.5	Virginica
6.9	5.7	Versicolor
7.9	5.2	Virginica
8.1	6.8	Setosa
7.9	3.8	Virginica
9.4	7.6	Setosa
10.6	3.9	Versicolor
7.7	7.7	Virginica
9.7	3.6	Versicolor
8.4	6.9	Setosa
7.2	4.2	Setosa
6.5	7.0	Setosa
8.9	6.1	Virginica
10.0	4.7	Virginica
9.6	6.3	Setosa
7.4	4.2	Setosa
9.3	4.0	Versicolor
6.1	4.5	Setosa
8.8	3.3	Virginica
8.7	7.5	Virginica
6.1	4.0	Versicolor
9.8	6.7	Virginica
8.5	4.6	Versicolor
6.0	7.5	Virginica
6.3	4.9	Setosa
9.4	3.4	Versicolor
9.8	5.7	Virginica
6.9	5.4	Setosa
9.0	5.8	Setosa
9.2	4.8	Versicolor
6.5	4.2	Virginica
10.1	3.0	Versicolor
7.5	4.4	Versicolor
4.6	5.4	Setosa
11.4	7.3	Virginica
6.8	5.0	Setosa
8.7	8.6	Setosa
8.6	3.6	Setosa
8.3	5.1	Versicolor
8.1	6.7	Setosa
9.1	2.5	Versicolor
7.4	7.4	Setosa
12.2	2.6	Virginica
9.6	4.0	Virginica
7.5	6.8	Setosa
8.5	6.3	Versicolor
10.1	4.2	Versicolor
7.6	4.9	Versicolor
6.1	7.3	Virginica
6.2	2.8	Virginica
11.2	6.5	Virginica
5.6	7.9	Setosa
9.5	5.5	Virginica
7.1	4.9	Versicolor
7.7	6.5	Setosa
7.8	8.0	Setosa
9.0	5.7	Versicolor
9.0	6.4	Versicolor
5.3	7.7	Setosa
10.2	6.3	Virginica
5.6	3.8	Setosa
10.8	7.9	Virginica
9.3	4.2	Virginica
8.4	3.1	Versicolor
9.4	7.6	Setosa
7.4	7.0	Versicolor
6.3	5.0	Setosa
11.8	4.4	Virginica
