sepal.length	sepal.width	petal.length	variety
8.8	6.9	3.1	Setosa
10.0	4.2	7.5	Virginica
4.6	4.7	3.9	Setosa
6.3	3.7	5.1	Versicolor
8.2	4.3	7.2	Virginica
5.6	7.3	2.0	Setosa
6.7	7.0	8.7	Versicolor
8.2	5.9	7.8	Versicolor
5.9	3.2	5.8	Versicolor
7.7	3.7	7.0	Virginica
8.1	4.7	4.5	Setosa
6.3	6.3	5.2	Versicolor
10.8	5.5	6.5	Virginica
9.5	6.4	4.5	Versicolor
6.1	5.9	5.4	Setosa
9.5	4.6	5.9	Setosa
8.6	4.9	3.6	Versicolor
9.1	7.0	5.6	Versicolor
10.4	5.1	7.4	Versicolor
6.7	3.9	5.7	Versicolor
8.1	3.5	7.1	Virginica
9.9	3.6	5.6	Virginica
8.5	4.0	9.5	Virginica
6.3	6.2	7.4	Virginica
9.2	7.8	4.2	Setosa
8.8	4.6	3.1	Setosa
12.4	6.8	10.4	Virginica
7.7	6.0	5.8	Virginica
7.1	6.3	5.0	Versicolor
6.1	7.3	6.1	Setosa
6.3	7.0	5.9	Versicolor
8.3	4.7	4.9	Versicolor
5.5	2.6	7.4	Versicolor
9.5	8.0	5.3	Setosa
9.7	5.2	8.5	Versicolor
5.0	4.8	1.8	Setosa
8.3	4.4	5.6	Virginica
6.7	4.4	6.4	Virginica
9.2	3.5	8.7	Virginica
8.5	6.3	5.0	Versicolor
7.8	3.7	7.1	Virginica
7.5	5.5	9.2	Virginica
9.5	5.0	7.0	Versicolor
6.7	4.1	6.9	Versicolor
6.9	7.0	7.1	Virginica
6.1	7.0	3.4	Setosa
7.5	3.5	9.3	Virginica
8.9	6.1	5.4	Setosa
4.9	6.5	7.5	Virginica
5.4	6.6	3.5	Setosa
7.2	7.4	2.5	Setosa
7.4	7.4	4.2	Setosa
5.5	3.3	2.9	Setosa
8.8	5.4	2.9	Setosa
5.8	6.5	4.9	Setosa
7.9	4.4	4.4	Setosa
10.3	6.8	4.8	Versicolor
8.8	4.3	6.4	Versicolor
6.7	4.4	4.9	Setosa
11.0	5.8	7.6	Versicolor
10.1	4.0	7.9	Virginica
6.4	7.9	4.8	Setosa
10.6	6.1	9.1	Virginica
6.1	5.4	1.5	Setosa
7.3	5.5	2.4	Setosa
7.2	4.1	6.0	Versicolor
5.4	4.0	9.0	Versicolor
7.1	5.0	3.9	Versicolor
6.3	2.8	6.6	Virginica
5.4	3.1	5.5	Setosa
5.7	4.3	6.1	Versicolor
8.2	2.6	7.4	Virginica
6.1	7.0	5.1	Versicolor
8.7	4.3	6.5	Versicolor
7.3	7.4	6.3	Virginica
7.9	4.2	6.0	Setosa
10.2	5.3	9.3	Virginica
6.0	6.5	3.6	Setosa
7.2	8.6	1.5	Setosa
4.4	7.5	1.3	Setosa
9.1	3.9	7.2	Versicolor
9.9	6.8	7.1	Virginica
5.5	5.3	3.3	Versicolor
10.9	3.2	6.8	Virginica
8.5	4.7	8.6	Versicolor
7.4	3.6	7.9	Virginica
6.0	5.5	9.3	Virginica
10.7	4.1	4.7	Versicolor
7.0	6.7	6.6	Virginica
9.5	5.9	4.7	Versicolor
7.9	4.4	1.5	Setosa
9.3	3.2	7.1	Virginica
6.2	6.0	3.5	Setosa
8.9	4.7	6.0	Versicolor
11.1	6.4	8.6	Versicolor
6.9	6.0	1.4	Setosa
5.5	3.4	4.0	Setosa
9.7	3.3	8.2	Virginica
6.8	5.1	4.5	Versicolor
8.0	6.7	1.7	Setosa
10.1	3.3	4.7	Versicolor
8.2	5.3	8.2	Virginica
6.3	5.0	9.0	Virginica
9.2	5.1	9.6	Virginica
9.8	5.7	5.0	Setosa
