sepal.width	variety
3.5	Virginica
5.9	Versicolor
5.4	Setosa
6.4	Versicolor
5.3	Virginica
4.5	Setosa
3.2	Virginica
6.5	Setosa
6.3	Setosa
7.5	Setosa
2.7	Virginica
6.0	Virginica
7.2	Setosa
5.5	Virginica
7.4	Versicolor
7.6	Setosa
5.4	Setosa
4.4	Setosa
6.7	Virginica
6.6	Versicolor
6.3	Virginica
7.5	Virginica
7.7	Setosa
6.5	Virginica
6.3	Versicolor
3.9	Versicolor
6.2	Virginica
5.2	Virginica
3.0	Virginica
3.7	Setosa
5.7	Setosa
4.1	Virginica
5.5	Setosa
4.8	Virginica
6.0	Versicolor
4.9	Versicolor
4.9	Versicolor
6.0	Virginica
5.8	Versicolor
4.8	Virginica
7.1	Setosa
7.3	Versicolor
5.4	Setosa
4.7	Versicolor
5.1	Virginica
5.5	Virginica
2.8	Virginica
6.3	Virginica
4.5	Virginica
5.8	Versicolor
4.1	Virginica
6.1	Virginica
6.7	Setosa
2.8	Virginica
4.7	Versicolor
5.4	Setosa
5.4	Versicolor
4.3	Virginica
5.0	Versicolor
5.1	Setosa
5.9	Virginica
4.6	Setosa
7.8	Virginica
3.3	Versicolor
4.6	Versicolor
5.8	Setosa
7.1	Virginica
5.1	Setosa
3.4	Setosa
6.1	Virginica
2.8	Versicolor
7.5	Virginica
3.4	Setosa
8.9	Setosa
5.0	Setosa
3.2	Setosa
6.9	Setosa
8.3	Setosa
4.8	Versicolor
4.5	Virginica
7.5	Versicolor
4.5	Versicolor
5.5	Setosa
7.8	Setosa
6.1	Virginica
6.9	Versicolor
4.2	Virginica
4.5	Virginica
5.9	Setosa
2.8	Setosa
7.5	Setosa
5.7	Versicolor
4.1	Versicolor
4.3	Setosa
5.5	Versicolor
7.0	Versicolor
5.5	Virginica
3.7	Virginica
3.8	Versicolor
3.4	Virginica
3.5	Versicolor
5.6	Setosa
4.5	Setosa
4.2	Virginica
4.5	Versicolor
