petal.length	variety
7.0	Versicolor
1.7	Setosa
1.4	Setosa
8.0	Versicolor
4.2	Setosa
7.6	Virginica
2.5	Setosa
3.5	Setosa
4.6	Setosa
7.5	Versicolor
5.1	Virginica
4.0	Setosa
7.3	Versicolor
10.0	Virginica
6.3	Virginica
5.7	Versicolor
5.6	Setosa
9.1	Virginica
6.8	Virginica
9.5	Virginica
6.5	Versicolor
1.8	Setosa
5.7	Versicolor
6.0	Setosa
5.6	Setosa
5.0	Versicolor
4.9	Setosa
4.6	Setosa
5.8	Virginica
9.9	Virginica
8.9	Versicolor
4.3	Setosa
4.5	Versicolor
4.0	Setosa
7.1	Versicolor
5.4	Setosa
6.1	Virginica
6.0	Versicolor
8.3	Virginica
9.8	Virginica
2.8	Setosa
1.9	Setosa
7.1	Virginica
3.9	Setosa
3.9	Setosa
1.6	Setosa
6.2	Virginica
4.8	Virginica
9.1	Versicolor
6.4	Virginica
6.0	Versicolor
9.8	Virginica
2.9	Setosa
5.1	Versicolor
3.7	Setosa
5.9	Versicolor
3.5	Setosa
6.2	Versicolor
7.2	Versicolor
7.9	Virginica
6.7	Versicolor
3.9	Versicolor
7.1	Virginica
1.4	Setosa
3.5	Setosa
11.1	Virginica
2.6	Setosa
5.8	Setosa
7.1	Virginica
10.1	Virginica
6.9	Virginica
9.1	Virginica
6.4	Versicolor
5.9	Setosa
5.0	Setosa
5.4	Versicolor
1.4	Setosa
1.0	Setosa
9.0	Versicolor
4.2	Versicolor
5.0	Versicolor
7.8	Versicolor
8.7	Versicolor
5.5	Setosa
1.8	Setosa
6.8	Versicolor
8.9	Virginica
7.5	Virginica
8.4	Virginica
9.4	Virginica
3.4	Setosa
7.4	Virginica
6.4	Virginica
9.7	Virginica
8.5	Virginica
2.0	Setosa
7.0	Virginica
7.5	Versicolor
3.7	Setosa
5.4	Setosa
9.2	Virginica
5.7	Setosa
7.3	Versicolor
7.8	Virginica
2.2	Setosa
