sepal.length	variety
4.6	Setosa
5.6	Setosa
7.9	Virginica
11.1	Virginica
7.1	Setosa
5.6	Versicolor
10.4	Virginica
7.5	Virginica
9.0	Setosa
6.1	Versicolor
7.6	Versicolor
11.7	Virginica
8.0	Virginica
6.6	Versicolor
6.1	Versicolor
8.6	Virginica
8.5	Setosa
7.9	Setosa
9.1	Setosa
8.8	Virginica
10.0	Versicolor
7.7	Virginica
7.1	Versicolor
6.0	Setosa
6.3	Virginica
9.3	Virginica
7.0	Setosa
8.9	Virginica
5.8	Setosa
9.0	Setosa
8.4	Virginica
9.5	Setosa
8.8	Versicolor
9.9	Virginica
8.5	Setosa
8.3	Versicolor
11.3	Virginica
9.7	Setosa
6.7	Versicolor
7.8	Virginica
8.3	Virginica
8.9	Setosa
5.9	Setosa
6.3	Setosa
6.5	Versicolor
10.0	Versicolor
10.7	Virginica
5.6	Versicolor
7.7	Versicolor
7.3	Virginica
6.8	Virginica
8.1	Versicolor
6.7	Versicolor
7.7	Virginica
8.7	Versicolor
4.4	Setosa
4.7	Setosa
5.9	Versicolor
10.0	Virginica
7.8	Setosa
9.7	Setosa
9.4	Versicolor
8.7	Setosa
11.1	Versicolor
5.4	Setosa
11.3	Versicolor
7.9	Virginica
5.9	Versicolor
8.8	Versicolor
7.8	Setosa
9.4	Setosa
7.7	Versicolor
9.1	Setosa
9.0	Virginica
6.7	Versicolor
11.4	Virginica
11.2	Virginica
6.3	Virginica
8.0	Versicolor
8.3	Virginica
6.4	Virginica
6.7	Versicolor
9.1	Setosa
9.5	Virginica
10.2	Versicolor
10.3	Setosa
8.6	Setosa
11.7	Virginica
5.8	Setosa
8.5	Setosa
5.0	Versicolor
7.7	Virginica
8.4	Versicolor
8.7	Setosa
9.4	Versicolor
8.0	Virginica
8.6	Setosa
9.8	Versicolor
7.2	Virginica
6.8	Virginica
9.1	Virginica
9.2	Versicolor
6.7	Versicolor
6.2	Virginica
7.1	Setosa
