sepal.width	variety
6.9	Versicolor
7.2	Setosa
4.7	Virginica
5.1	Versicolor
5.1	Setosa
2.5	Versicolor
2.3	Setosa
5.0	Setosa
3.6	Virginica
6.5	Versicolor
7.7	Versicolor
7.8	Setosa
7.7	Setosa
4.5	Virginica
3.5	Virginica
5.2	Versicolor
5.5	Versicolor
7.5	Virginica
3.0	Versicolor
7.3	Virginica
4.4	Versicolor
5.3	Virginica
4.8	Versicolor
3.8	Setosa
8.5	Setosa
4.9	Versicolor
2.8	Virginica
4.1	Setosa
6.1	Versicolor
4.8	Virginica
3.5	Versicolor
5.2	Virginica
6.4	Versicolor
4.2	Setosa
6.5	Versicolor
6.3	Virginica
5.4	Virginica
6.7	Virginica
7.1	Virginica
4.5	Virginica
6.0	Setosa
4.9	Versicolor
6.3	Virginica
5.5	Virginica
4.6	Virginica
7.9	Setosa
7.3	Virginica
8.0	Setosa
7.0	Virginica
5.8	Versicolor
2.3	Versicolor
5.7	Virginica
6.0	Virginica
5.3	Setosa
2.7	Versicolor
3.8	Versicolor
7.1	Versicolor
5.4	Versicolor
4.6	Setosa
3.6	Virginica
4.0	Virginica
6.9	Virginica
4.0	Setosa
5.0	Setosa
3.9	Versicolor
4.3	Versicolor
4.1	Setosa
4.5	Setosa
5.9	Virginica
7.3	Versicolor
4.6	Versicolor
7.4	Versicolor
3.9	Virginica
6.7	Versicolor
5.7	Virginica
3.4	Setosa
5.6	Virginica
5.3	Virginica
5.7	Virginica
7.9	Setosa
3.8	Versicolor
4.0	Versicolor
4.0	Setosa
5.7	Versicolor
4.2	Versicolor
5.6	Setosa
7.7	Setosa
6.8	Virginica
5.5	Versicolor
3.2	Virginica
4.1	Setosa
4.7	Setosa
7.6	Versicolor
7.5	Virginica
4.0	Virginica
3.4	Setosa
7.2	Virginica
7.0	Versicolor
7.1	Setosa
3.2	Virginica
5.8	Virginica
7.8	Setosa
6.4	Setosa
5.5	Virginica
7.9	Setosa
