sepal.length	sepal.width	variety
8.0	7.3	Versicolor
8.8	4.3	Virginica
8.4	5.5	Versicolor
10.8	6.3	Versicolor
6.7	2.8	Versicolor
7.8	6.9	Virginica
7.6	6.2	Versicolor
9.9	4.3	Virginica
10.4	6.9	Versicolor
5.4	4.4	Setosa
8.5	5.2	Versicolor
7.7	3.0	Virginica
10.6	4.1	Virginica
8.4	4.7	Versicolor
7.0	5.5	Virginica
10.1	7.5	Virginica
10.4	5.1	Virginica
8.8	7.0	Setosa
7.7	6.0	Virginica
9.3	7.0	Setosa
8.9	5.0	Setosa
5.6	5.0	Versicolor
8.7	4.8	Virginica
6.5	6.5	Setosa
6.1	7.5	Versicolor
9.4	7.1	Setosa
10.3	4.5	Virginica
8.7	5.1	Virginica
8.8	5.2	Virginica
9.2	5.6	Versicolor
7.4	6.2	Setosa
9.2	4.5	Virginica
9.9	3.4	Setosa
9.3	6.0	Setosa
8.2	6.4	Virginica
7.1	3.8	Versicolor
10.1	7.5	Versicolor
5.0	4.6	Setosa
10.7	5.3	Virginica
10.3	5.3	Versicolor
8.2	6.1	Versicolor
11.2	7.1	Virginica
6.8	6.0	Versicolor
10.1	5.5	Virginica
6.0	3.2	Virginica
10.0	5.9	Versicolor
6.6	3.8	Versicolor
7.5	5.0	Versicolor
7.7	6.1	Versicolor
7.6	7.5	Setosa
6.7	4.8	Virginica
6.9	6.1	Setosa
6.0	5.5	Versicolor
10.1	4.0	Versicolor
6.8	5.7	Versicolor
6.7	3.0	Virginica
5.6	3.9	Setosa
8.1	5.8	Setosa
10.4	7.2	Virginica
5.1	7.3	Setosa
6.6	2.9	Versicolor
7.8	3.7	Virginica
9.7	2.9	Versicolor
9.1	7.5	Virginica
5.4	5.0	Setosa
5.6	7.7	Setosa
5.8	3.2	Virginica
7.6	6.0	Setosa
6.9	5.6	Virginica
7.0	8.0	Setosa
8.7	3.7	Virginica
9.7	4.2	Versicolor
8.6	6.3	Setosa
6.8	3.6	Versicolor
7.5	6.5	Virginica
10.2	4.3	Versicolor
5.9	3.5	Virginica
8.0	6.0	Virginica
5.3	6.0	Setosa
6.9	4.8	Virginica
9.4	5.5	Versicolor
6.4	7.3	Virginica
7.7	5.3	Setosa
6.6	6.4	Setosa
8.0	4.9	Versicolor
9.5	5.7	Versicolor
9.5	7.9	Setosa
9.7	6.3	Virginica
5.3	3.4	Setosa
8.5	5.8	Setosa
6.6	6.5	Versicolor
5.4	7.9	Setosa
8.9	4.6	Virginica
9.2	6.7	Versicolor
6.1	7.0	Versicolor
7.3	6.4	Virginica
10.0	3.4	Versicolor
8.8	3.4	Virginica
7.3	3.1	Setosa
8.7	7.3	Virginica
6.8	2.3	Versicolor
8.5	4.9	Setosa
7.5	4.3	Versicolor
7.9	4.9	Setosa
4.8	6.9	Setosa
