petal.length	petal.width	variety
8.9	3.8	Virginica
4.0	3.2	Setosa
8.4	5.0	Versicolor
4.1	1.6	Setosa
3.3	2.9	Setosa
7.3	2.6	Versicolor
6.3	1.5	Versicolor
3.2	3.8	Setosa
6.2	3.5	Versicolor
4.7	1.9	Setosa
7.2	2.0	Virginica
4.4	1.8	Setosa
3.9	0.8	Setosa
8.8	1.8	Virginica
6.3	3.3	Virginica
2.5	3.7	Setosa
3.4	0.6	Setosa
6.2	4.9	Versicolor
3.6	3.2	Setosa
7.7	6.8	Virginica
3.0	2.9	Setosa
5.4	2.2	Setosa
3.3	3.7	Setosa
9.6	2.0	Virginica
4.8	1.8	Virginica
5.9	5.4	Versicolor
8.6	6.5	Virginica
11.4	6.8	Virginica
2.7	2.2	Setosa
8.4	6.5	Virginica
8.0	1.5	Versicolor
6.8	6.4	Virginica
6.0	2.3	Virginica
5.4	1.4	Setosa
8.6	2.4	Virginica
9.5	3.8	Virginica
6.0	3.2	Virginica
5.5	4.7	Setosa
7.1	2.4	Virginica
5.8	2.3	Virginica
7.3	3.8	Versicolor
6.9	1.5	Versicolor
1.8	1.3	Setosa
8.9	5.1	Virginica
7.5	5.1	Versicolor
3.7	4.2	Setosa
9.0	5.5	Virginica
10.1	4.9	Virginica
8.4	4.1	Versicolor
1.5	3.8	Setosa
6.5	5.8	Versicolor
6.0	2.0	Versicolor
5.4	3.7	Setosa
4.1	5.0	Versicolor
9.1	2.9	Virginica
6.6	1.8	Virginica
5.4	2.2	Setosa
4.5	1.0	Versicolor
9.1	5.9	Versicolor
10.0	2.6	Virginica
5.8	3.7	Setosa
2.4	4.7	Setosa
5.0	3.1	Setosa
1.3	1.7	Setosa
7.2	5.0	Virginica
5.4	1.2	Setosa
7.5	5.9	Virginica
7.9	5.0	Virginica
8.9	5.3	Virginica
9.6	5.3	Virginica
7.3	4.9	Versicolor
5.4	5.6	Virginica
8.7	3.5	Virginica
8.3	5.3	Versicolor
2.5	2.9	Setosa
1.3	0.3	Setosa
2.6	0.2	Setosa
6.9	5.4	Versicolor
5.7	4.2	Versicolor
4.4	1.2	Setosa
7.9	5.8	Versicolor
5.2	4.7	Versicolor
4.0	3.7	Setosa
7.0	3.5	Versicolor
6.0	4.5	Virginica
5.7	6.6	Virginica
2.0	4.7	Setosa
6.3	4.6	Virginica
5.1	1.1	Setosa
6.0	3.3	Virginica
4.5	3.1	Setosa
5.6	3.2	Setosa
7.1	1.8	Versicolor
6.7	4.0	Versicolor
3.4	0.1	Setosa
8.6	3.4	Virginica
5.0	4.9	Setosa
5.1	2.5	Virginica
10.6	5.8	Virginica
2.5	3.7	Setosa
5.8	2.3	Virginica
5.9	4.3	Virginica
5.4	0.3	Setosa
4.9	0.7	Setosa
3.6	1.3	Versicolor
