sepal.width	petal.length	petal.width	variety
6.0	8.5	3.0	Virginica
7.6	8.7	5.5	Versicolor
4.6	7.1	3.9	Virginica
4.0	6.9	2.1	Versicolor
7.6	5.6	6.8	Virginica
6.5	7.7	2.0	Virginica
6.0	10.0	2.3	Virginica
6.5	8.8	3.6	Virginica
3.5	3.6	3.1	Setosa
8.0	1.2	0.2	Setosa
8.7	1.9	4.2	Setosa
4.7	4.4	3.2	Versicolor
6.6	2.0	3.6	Setosa
5.8	3.4	2.9	Setosa
7.3	6.2	2.3	Setosa
4.8	3.3	3.3	Setosa
3.9	4.7	3.9	Setosa
8.3	2.1	3.7	Setosa
4.4	1.4	0.7	Setosa
4.8	8.0	1.8	Versicolor
5.8	9.6	2.2	Virginica
4.6	3.5	0.1	Setosa
4.4	9.1	3.3	Versicolor
7.2	2.3	2.2	Setosa
7.1	5.0	3.0	Versicolor
6.7	6.5	4.0	Virginica
6.0	3.6	3.1	Setosa
6.4	8.9	2.3	Virginica
3.5	6.0	3.7	Versicolor
2.8	6.9	5.3	Versicolor
7.3	5.7	5.1	Virginica
5.0	7.4	1.4	Versicolor
6.7	7.6	4.4	Virginica
7.5	5.7	3.8	Virginica
7.2	7.6	3.6	Versicolor
4.3	7.7	2.5	Virginica
6.3	6.0	1.8	Setosa
5.6	8.9	5.2	Versicolor
7.0	8.2	3.5	Versicolor
6.0	4.7	3.7	Versicolor
6.2	7.4	3.3	Virginica
6.2	10.0	2.8	Virginica
5.8	4.1	5.8	Versicolor
6.7	8.1	2.4	Virginica
6.4	4.4	1.8	Setosa
7.3	6.2	3.7	Versicolor
5.1	8.9	6.3	Virginica
4.7	3.3	4.2	Setosa
3.1	4.9	4.4	Versicolor
4.4	1.5	1.7	Setosa
3.5	6.1	0.2	Setosa
6.5	7.6	3.9	Versicolor
4.9	2.0	3.2	Setosa
6.5	7.0	6.0	Versicolor
7.2	7.1	3.5	Versicolor
7.4	10.3	2.3	Virginica
6.2	2.5	1.2	Setosa
3.0	7.5	2.1	Virginica
3.7	7.1	5.5	Virginica
7.2	3.6	1.7	Setosa
3.0	6.5	2.5	Versicolor
3.9	6.3	2.1	Versicolor
7.4	3.6	5.3	Versicolor
5.5	4.0	4.6	Versicolor
5.5	5.8	5.7	Virginica
3.0	10.1	6.3	Virginica
5.2	4.9	3.3	Virginica
6.1	7.1	1.9	Virginica
7.5	6.1	5.8	Virginica
5.0	3.9	2.3	Setosa
6.1	4.5	2.7	Setosa
5.5	9.0	4.7	Virginica
4.8	5.1	4.0	Virginica
4.7	6.7	3.3	Versicolor
5.1	6.4	4.0	Versicolor
4.1	8.0	1.2	Versicolor
5.5	2.8	2.7	Setosa
3.4	2.5	0.9	Setosa
7.6	4.4	0.7	Setosa
7.1	5.5	4.7	Setosa
4.9	1.6	3.9	Setosa
8.0	3.5	1.2	Setosa
4.1	1.0	2.7	Setosa
3.0	9.4	4.0	Versicolor
5.3	4.7	5.0	Setosa
4.9	4.9	3.2	Setosa
4.4	5.6	5.4	Virginica
5.3	5.8	1.9	Versicolor
5.5	6.3	4.8	Virginica
5.3	5.6	5.1	Virginica
4.4	2.5	0.9	Setosa
4.8	7.8	3.8	Virginica
2.8	5.1	5.4	Virginica
5.1	7.1	6.5	Virginica
3.7	3.9	5.9	Versicolor
3.8	6.7	5.2	Virginica
5.8	8.1	5.9	Virginica
6.3	7.5	3.8	Versicolor
4.0	5.8	2.8	Virginica
6.9	5.8	3.8	Versicolor
6.1	9.0	5.3	Virginica
7.5	5.3	2.7	Setosa
5.5	7.9	6.3	Virginica
2.8	3.8	1.0	Versicolor
3.4	4.3	2.0	Versicolor
