sepal.width	petal.length	variety
7.7	3.3	Setosa
5.9	7.5	Versicolor
3.1	9.9	Virginica
4.6	3.5	Setosa
7.0	8.1	Virginica
3.8	6.2	Setosa
7.4	3.0	Setosa
6.9	6.6	Versicolor
3.5	7.0	Virginica
5.8	7.2	Virginica
4.6	7.0	Virginica
8.4	5.3	Setosa
7.5	7.2	Virginica
4.3	8.6	Virginica
5.9	4.5	Setosa
3.8	6.9	Virginica
5.0	4.4	Setosa
7.1	5.1	Setosa
5.9	6.0	Setosa
4.8	5.2	Versicolor
7.5	7.7	Virginica
6.6	7.5	Versicolor
3.7	6.5	Versicolor
5.4	5.9	Setosa
6.4	7.3	Versicolor
6.0	6.0	Virginica
6.0	5.4	Versicolor
3.9	7.7	Versicolor
7.0	7.5	Versicolor
7.2	6.0	Virginica
8.9	4.5	Setosa
7.2	5.0	Setosa
5.6	3.9	Setosa
3.5	4.7	Versicolor
6.1	7.6	Virginica
3.3	9.7	Virginica
4.2	5.8	Versicolor
5.8	4.8	Virginica
5.9	7.6	Versicolor
6.2	6.0	Virginica
4.1	3.0	Setosa
4.9	10.1	Virginica
2.8	4.9	Versicolor
4.8	6.8	Versicolor
5.0	9.6	Virginica
6.4	6.5	Versicolor
7.2	7.4	Versicolor
4.1	9.1	Virginica
7.8	5.6	Setosa
7.9	4.4	Setosa
5.8	4.9	Setosa
4.9	4.7	Setosa
7.0	5.0	Versicolor
7.0	5.5	Virginica
4.2	8.6	Versicolor
4.2	5.9	Virginica
7.9	3.9	Setosa
6.6	4.0	Versicolor
7.2	3.9	Setosa
6.4	8.7	Versicolor
2.7	7.8	Virginica
6.6	6.4	Versicolor
3.8	8.1	Virginica
4.7	7.2	Virginica
3.5	9.0	Virginica
7.0	4.1	Setosa
6.0	1.7	Setosa
7.5	4.4	Setosa
3.7	5.8	Setosa
3.0	7.3	Virginica
5.8	2.0	Setosa
4.8	6.1	Virginica
5.9	9.3	Virginica
5.2	8.7	Versicolor
7.3	10.5	Virginica
4.0	7.0	Versicolor
3.7	7.1	Virginica
2.8	8.6	Virginica
3.9	4.7	Versicolor
3.8	4.1	Versicolor
3.0	6.0	Versicolor
5.0	8.2	Versicolor
5.8	3.8	Setosa
4.7	3.6	Setosa
8.1	6.0	Setosa
6.0	9.3	Virginica
4.4	4.1	Setosa
4.8	8.0	Versicolor
7.5	3.8	Setosa
6.2	6.9	Virginica
6.8	1.9	Setosa
6.3	8.1	Virginica
5.2	8.5	Versicolor
4.2	5.4	Versicolor
6.0	3.3	Setosa
6.4	5.8	Versicolor
5.3	8.2	Versicolor
6.5	6.9	Versicolor
8.3	6.9	Virginica
5.5	6.0	Versicolor
7.5	5.1	Versicolor
4.0	4.5	Versicolor
4.0	6.1	Versicolor
4.5	1.8	Setosa
6.5	10.6	Virginica
