petal.length	variety
9.3	Versicolor
6.0	Versicolor
6.1	Virginica
2.2	Setosa
4.2	Versicolor
5.9	Versicolor
5.9	Setosa
10.0	Virginica
5.9	Setosa
6.4	Virginica
7.6	Versicolor
5.6	Setosa
6.5	Versicolor
9.5	Virginica
9.1	Virginica
8.4	Virginica
3.1	Setosa
7.8	Versicolor
6.0	Setosa
1.9	Setosa
5.6	Versicolor
7.3	Virginica
3.3	Setosa
6.2	Versicolor
6.5	Versicolor
5.9	Setosa
2.9	Setosa
5.0	Virginica
4.7	Setosa
5.5	Versicolor
1.9	Setosa
9.1	Virginica
2.1	Setosa
5.5	Versicolor
2.5	Setosa
6.6	Virginica
4.4	Setosa
9.9	Virginica
1.4	Setosa
4.8	Setosa
3.0	Setosa
4.2	Setosa
5.3	Virginica
2.5	Setosa
6.3	Virginica
3.8	Setosa
8.3	Versicolor
8.1	Versicolor
8.1	Virginica
10.4	Virginica
9.0	Versicolor
7.2	Virginica
5.2	Setosa
8.9	Versicolor
2.9	Setosa
8.0	Virginica
3.1	Setosa
4.5	Setosa
5.8	Virginica
10.1	Virginica
4.7	Setosa
5.2	Versicolor
4.6	Versicolor
5.5	Versicolor
1.5	Setosa
6.1	Virginica
6.1	Virginica
5.2	Versicolor
7.7	Virginica
9.0	Versicolor
8.2	Versicolor
6.0	Setosa
6.4	Virginica
6.1	Virginica
6.1	Virginica
7.7	Virginica
2.2	Setosa
4.5	Virginica
7.6	Virginica
7.9	Versicolor
9.2	Versicolor
7.4	Virginica
5.9	Setosa
4.4	Setosa
6.8	Virginica
3.1	Setosa
9.7	Virginica
7.5	Virginica
8.9	Versicolor
4.0	Setosa
7.7	Versicolor
6.9	Virginica
8.5	Versicolor
4.8	Setosa
10.2	Virginica
9.1	Versicolor
4.6	Setosa
2.3	Setosa
7.4	Versicolor
6.0	Versicolor
3.3	Setosa
6.7	Versicolor
8.1	Versicolor
9.0	Versicolor
2.0	Setosa
