sepal.length	sepal.width	variety
7.8	5.0	Virginica
9.6	7.9	Setosa
8.6	4.3	Setosa
6.9	5.3	Virginica
8.9	4.5	Virginica
7.1	3.8	Versicolor
9.3	5.2	Versicolor
8.0	7.5	Setosa
6.7	4.9	Versicolor
8.5	8.0	Setosa
6.7	7.8	Setosa
9.5	4.5	Virginica
9.5	3.3	Versicolor
5.7	7.7	Setosa
8.9	4.6	Virginica
9.7	5.5	Virginica
8.4	5.7	Setosa
6.5	5.3	Setosa
10.3	6.2	Virginica
6.4	4.6	Virginica
9.4	4.6	Versicolor
8.3	4.4	Setosa
8.6	3.5	Virginica
8.1	7.4	Versicolor
8.1	4.3	Setosa
5.0	4.9	Setosa
8.0	5.5	Virginica
8.9	3.9	Setosa
7.8	3.3	Versicolor
8.3	3.2	Versicolor
6.2	3.2	Versicolor
10.3	7.5	Setosa
10.5	7.3	Versicolor
7.3	5.9	Setosa
4.9	3.0	Setosa
8.3	5.1	Versicolor
9.2	4.5	Versicolor
7.3	5.4	Virginica
6.6	7.0	Versicolor
9.6	3.5	Versicolor
7.4	6.2	Virginica
11.2	4.6	Virginica
8.7	7.3	Versicolor
8.8	3.8	Versicolor
8.5	7.7	Setosa
11.4	3.3	Virginica
6.4	7.4	Setosa
11.6	5.0	Virginica
10.2	2.8	Versicolor
6.4	3.9	Versicolor
7.3	4.0	Virginica
7.9	6.6	Setosa
8.5	6.2	Virginica
7.7	4.0	Virginica
8.2	6.4	Setosa
7.0	4.2	Versicolor
10.5	3.4	Versicolor
5.6	7.6	Setosa
11.2	7.0	Virginica
9.7	6.1	Setosa
9.0	7.0	Virginica
5.6	4.4	Setosa
8.8	7.3	Virginica
5.0	7.4	Setosa
6.5	3.3	Setosa
8.5	3.7	Virginica
7.9	4.5	Versicolor
5.9	4.6	Setosa
7.8	3.4	Virginica
6.8	5.5	Setosa
7.5	5.5	Versicolor
8.6	6.1	Setosa
9.2	4.5	Virginica
7.7	4.5	Virginica
8.3	6.4	Virginica
7.6	5.3	Versicolor
7.8	5.6	Setosa
9.8	5.2	Virginica
4.6	7.2	Setosa
8.0	4.8	Versicolor
6.5	3.2	Setosa
8.1	6.7	Setosa
10.6	5.5	Virginica
8.3	3.0	Versicolor
5.9	6.5	Versicolor
9.6	5.8	Setosa
5.5	4.1	Setosa
9.2	7.4	Virginica
5.2	5.7	Setosa
5.4	6.9	Setosa
9.0	7.0	Setosa
9.7	7.1	Versicolor
7.7	5.4	Versicolor
6.4	6.2	Versicolor
7.4	3.4	Setosa
8.4	6.2	Setosa
11.4	6.7	Virginica
8.9	6.3	Virginica
5.3	6.5	Setosa
7.7	5.5	Setosa
8.2	5.7	Virginica
9.7	5.1	Virginica
9.8	7.2	Virginica
10.7	3.3	Virginica
6.8	5.3	Virginica
