petal.width	variety
1.7	Setosa
1.4	Versicolor
4.2	Setosa
4.7	Setosa
4.2	Setosa
3.1	Virginica
3.0	Versicolor
5.2	Versicolor
5.6	Virginica
1.2	Setosa
2.3	Versicolor
6.4	Virginica
2.5	Versicolor
0.7	Setosa
5.3	Versicolor
6.8	Virginica
5.2	Virginica
2.1	Versicolor
6.0	Virginica
5.9	Versicolor
3.0	Versicolor
6.2	Versicolor
4.9	Virginica
6.7	Virginica
1.2	Setosa
4.7	Setosa
3.8	Setosa
2.6	Setosa
5.5	Virginica
2.7	Setosa
4.9	Virginica
5.4	Virginica
7.0	Virginica
2.5	Versicolor
5.3	Versicolor
2.9	Setosa
4.8	Virginica
5.0	Virginica
0.9	Setosa
1.1	Versicolor
3.1	Virginica
6.8	Virginica
2.2	Setosa
4.3	Virginica
2.2	Setosa
3.8	Versicolor
4.8	Versicolor
3.7	Setosa
1.6	Setosa
4.2	Setosa
3.7	Setosa
1.3	Versicolor
2.2	Versicolor
3.7	Setosa
6.1	Virginica
4.2	Setosa
4.0	Versicolor
4.7	Setosa
1.5	Versicolor
6.0	Virginica
6.3	Virginica
3.1	Virginica
2.8	Virginica
1.8	Versicolor
4.4	Setosa
5.0	Versicolor
1.2	Setosa
4.3	Setosa
3.3	Setosa
0.6	Setosa
4.8	Setosa
1.5	Versicolor
1.9	Versicolor
2.1	Setosa
2.3	Setosa
6.3	Virginica
1.7	Versicolor
2.7	Setosa
4.8	Virginica
5.5	Virginica
0.2	Setosa
5.3	Virginica
5.2	Virginica
1.9	Versicolor
6.3	Virginica
3.9	Virginica
4.1	Virginica
5.1	Virginica
0.2	Setosa
3.3	Virginica
4.3	Virginica
3.8	Setosa
2.4	Virginica
1.4	Setosa
6.5	Virginica
4.2	Setosa
6.0	Virginica
0.7	Setosa
4.8	Versicolor
4.8	Versicolor
5.8	Virginica
1.2	Setosa
5.8	Versicolor
4.8	Virginica
2.9	Versicolor
