petal.width	variety
2.0	Virginica
3.0	Versicolor
6.8	Virginica
4.4	Versicolor
2.7	Setosa
2.3	Versicolor
3.8	Setosa
2.9	Versicolor
4.1	Virginica
4.2	Setosa
5.1	Virginica
2.3	Versicolor
1.5	Versicolor
1.8	Versicolor
1.8	Setosa
4.3	Virginica
0.7	Setosa
5.0	Virginica
5.2	Versicolor
3.6	Versicolor
3.1	Versicolor
5.3	Versicolor
3.3	Virginica
4.7	Versicolor
2.3	Versicolor
2.7	Setosa
3.2	Virginica
2.7	Versicolor
4.0	Virginica
4.2	Setosa
2.7	Versicolor
4.0	Setosa
2.5	Virginica
0.7	Setosa
4.3	Setosa
2.4	Versicolor
1.7	Setosa
6.0	Virginica
3.3	Versicolor
2.7	Setosa
3.0	Versicolor
0.6	Setosa
3.3	Virginica
4.9	Virginica
4.4	Setosa
5.7	Versicolor
5.8	Virginica
1.8	Virginica
2.2	Setosa
1.5	Versicolor
2.0	Versicolor
2.7	Virginica
4.1	Virginica
4.6	Virginica
5.0	Versicolor
3.7	Setosa
1.2	Setosa
0.7	Setosa
6.4	Virginica
2.6	Setosa
4.1	Setosa
1.1	Versicolor
4.4	Versicolor
2.5	Virginica
5.5	Versicolor
1.2	Setosa
1.7	Setosa
1.2	Setosa
5.5	Versicolor
1.8	Versicolor
3.4	Virginica
3.5	Versicolor
3.8	Virginica
2.3	Virginica
1.1	Versicolor
5.0	Virginica
0.4	Setosa
3.3	Virginica
3.8	Virginica
4.5	Versicolor
2.3	Versicolor
2.8	Setosa
5.0	Versicolor
5.5	Versicolor
3.2	Setosa
2.2	Setosa
0.4	Setosa
5.1	Versicolor
4.4	Setosa
4.0	Virginica
0.4	Setosa
3.1	Setosa
3.6	Versicolor
2.2	Setosa
2.3	Setosa
1.9	Virginica
2.2	Setosa
1.7	Setosa
3.3	Versicolor
4.7	Setosa
4.2	Virginica
4.0	Versicolor
5.0	Virginica
1.9	Versicolor
3.2	Setosa
