sepal.width	petal.length	variety
6.4	5.7	Setosa
4.0	3.9	Setosa
6.8	5.7	Versicolor
5.8	7.7	Virginica
6.9	7.7	Versicolor
7.7	2.0	Setosa
3.0	4.4	Setosa
3.6	6.6	Virginica
3.5	4.4	Versicolor
2.9	7.6	Virginica
2.7	9.3	Virginica
5.6	3.9	Setosa
5.3	5.1	Setosa
4.9	1.7	Setosa
3.7	5.2	Versicolor
6.7	6.3	Versicolor
7.0	7.0	Versicolor
4.8	1.4	Setosa
6.5	5.2	Versicolor
4.5	3.5	Versicolor
2.2	7.5	Versicolor
5.0	7.0	Virginica
3.5	5.9	Setosa
6.7	4.6	Setosa
5.6	3.9	Setosa
3.6	6.0	Virginica
6.6	8.4	Virginica
7.7	2.0	Setosa
3.1	4.0	Setosa
5.8	5.2	Setosa
3.9	2.5	Setosa
5.0	5.2	Setosa
4.9	6.5	Versicolor
3.2	7.4	Versicolor
5.6	4.5	Setosa
8.3	9.9	Virginica
5.7	4.8	Setosa
5.5	5.5	Versicolor
6.0	4.1	Setosa
5.9	6.0	Setosa
6.1	3.1	Setosa
4.7	1.4	Setosa
5.5	5.9	Setosa
5.5	7.1	Virginica
5.2	5.6	Versicolor
6.4	8.4	Virginica
3.9	1.4	Setosa
6.5	10.1	Virginica
3.5	9.3	Virginica
6.8	9.2	Virginica
3.5	9.9	Virginica
6.4	7.1	Versicolor
7.4	1.8	Setosa
3.9	6.7	Versicolor
4.6	4.5	Setosa
3.3	4.8	Virginica
4.7	5.5	Virginica
3.0	8.0	Virginica
4.3	7.2	Virginica
3.5	1.6	Setosa
3.7	1.7	Setosa
2.6	10.9	Virginica
7.6	2.0	Setosa
7.0	4.8	Setosa
5.4	8.3	Versicolor
4.9	5.0	Versicolor
5.7	6.2	Versicolor
5.8	9.1	Virginica
2.7	8.6	Versicolor
4.2	9.7	Virginica
6.8	4.6	Versicolor
6.4	4.3	Versicolor
5.5	5.6	Versicolor
3.3	5.8	Versicolor
4.8	7.4	Virginica
4.4	8.1	Versicolor
3.6	6.5	Versicolor
3.2	6.4	Versicolor
7.0	1.6	Setosa
6.9	9.1	Virginica
5.6	6.2	Versicolor
3.8	6.8	Versicolor
6.6	4.9	Versicolor
5.8	9.1	Virginica
3.8	7.1	Virginica
7.0	10.6	Virginica
6.6	10.6	Virginica
6.0	6.8	Virginica
3.8	4.6	Versicolor
4.5	5.0	Versicolor
5.2	5.6	Virginica
5.8	5.1	Virginica
7.4	5.0	Setosa
3.7	6.5	Versicolor
3.5	8.9	Virginica
5.1	6.1	Virginica
6.0	3.9	Setosa
7.1	10.1	Virginica
6.6	7.9	Versicolor
4.4	1.6	Setosa
6.6	5.5	Versicolor
8.3	5.2	Setosa
6.7	1.5	Setosa
7.5	8.5	Versicolor
3.7	1.8	Setosa
