petal.width	variety
3.2	Setosa
3.3	Versicolor
1.9	Setosa
5.4	Virginica
4.3	Setosa
7.0	Virginica
4.8	Versicolor
6.9	Virginica
2.6	Versicolor
6.2	Versicolor
6.8	Virginica
5.5	Virginica
3.4	Virginica
3.6	Setosa
5.8	Virginica
3.6	Setosa
3.1	Setosa
3.3	Virginica
5.0	Versicolor
3.8	Virginica
2.3	Setosa
4.2	Setosa
3.2	Setosa
0.4	Setosa
5.1	Versicolor
4.2	Setosa
3.2	Setosa
5.4	Virginica
5.5	Versicolor
1.9	Setosa
3.9	Virginica
1.8	Setosa
4.1	Setosa
3.7	Setosa
5.5	Versicolor
2.8	Versicolor
5.1	Virginica
5.4	Virginica
3.8	Versicolor
0.7	Setosa
2.6	Virginica
1.9	Virginica
1.4	Versicolor
0.8	Setosa
1.7	Setosa
0.9	Setosa
2.3	Virginica
5.5	Versicolor
4.8	Virginica
5.8	Virginica
0.4	Setosa
2.2	Setosa
4.6	Virginica
2.1	Versicolor
3.3	Versicolor
3.5	Versicolor
2.0	Versicolor
1.8	Virginica
2.8	Virginica
4.7	Setosa
5.5	Versicolor
2.3	Virginica
3.4	Versicolor
1.7	Setosa
2.8	Virginica
3.0	Virginica
6.7	Virginica
6.5	Virginica
5.5	Versicolor
5.0	Virginica
4.2	Setosa
2.3	Versicolor
4.2	Setosa
2.8	Versicolor
6.0	Virginica
1.2	Setosa
3.9	Setosa
4.7	Setosa
3.5	Versicolor
5.3	Versicolor
2.3	Versicolor
4.2	Setosa
2.3	Virginica
3.1	Virginica
5.2	Virginica
5.5	Versicolor
4.8	Setosa
1.2	Versicolor
4.2	Setosa
3.8	Versicolor
5.2	Versicolor
0.6	Setosa
4.7	Setosa
4.5	Versicolor
3.8	Virginica
3.2	Virginica
4.7	Setosa
4.8	Setosa
4.0	Versicolor
0.3	Setosa
3.1	Virginica
4.7	Setosa
6.1	Versicolor
6.0	Virginica
3.3	Virginica
