sepal.width	petal.length	variety
4.3	9.7	Virginica
4.3	3.0	Setosa
7.0	7.0	Virginica
7.5	1.6	Setosa
6.9	4.8	Setosa
5.7	8.1	Versicolor
6.7	9.6	Virginica
3.5	7.0	Versicolor
5.6	7.4	Versicolor
5.1	8.6	Virginica
3.4	3.9	Setosa
4.4	4.2	Versicolor
3.7	8.5	Virginica
4.9	2.0	Setosa
5.8	6.2	Setosa
7.7	6.0	Setosa
7.0	8.4	Versicolor
5.9	3.2	Setosa
8.0	5.2	Setosa
6.3	6.5	Versicolor
6.7	6.6	Virginica
6.0	7.5	Virginica
6.5	5.5	Versicolor
5.5	6.9	Versicolor
4.5	5.7	Virginica
5.8	5.1	Virginica
3.2	4.5	Versicolor
2.5	9.0	Virginica
5.9	6.1	Versicolor
4.7	4.5	Setosa
3.5	8.4	Virginica
6.5	5.0	Versicolor
7.3	7.4	Virginica
6.9	6.3	Versicolor
7.5	2.9	Setosa
5.3	7.1	Versicolor
6.0	10.1	Virginica
6.0	4.4	Setosa
7.5	4.4	Setosa
5.3	7.8	Versicolor
4.8	7.4	Virginica
3.9	5.8	Versicolor
7.1	7.9	Versicolor
4.6	8.0	Virginica
4.0	5.8	Setosa
3.5	7.8	Virginica
4.6	7.4	Virginica
6.0	8.3	Virginica
4.9	4.3	Versicolor
5.9	8.3	Virginica
6.5	10.6	Virginica
6.0	6.5	Versicolor
4.6	6.0	Setosa
3.4	10.1	Virginica
5.3	5.2	Versicolor
7.2	7.4	Virginica
4.1	3.0	Setosa
3.2	7.0	Versicolor
3.1	8.1	Virginica
4.3	4.5	Versicolor
5.2	6.0	Virginica
3.2	5.8	Setosa
6.6	6.0	Versicolor
5.8	9.2	Versicolor
5.2	5.7	Setosa
6.4	8.1	Virginica
3.3	8.6	Virginica
6.1	8.9	Versicolor
6.9	7.5	Versicolor
3.3	9.3	Virginica
3.5	6.6	Versicolor
6.4	3.2	Setosa
4.4	6.5	Versicolor
3.8	7.6	Versicolor
7.1	7.6	Virginica
7.2	4.3	Setosa
7.5	6.7	Versicolor
6.9	5.9	Virginica
6.7	5.3	Virginica
6.6	9.1	Virginica
6.8	8.7	Virginica
5.9	1.5	Setosa
5.0	3.6	Setosa
4.7	5.0	Versicolor
5.2	6.2	Versicolor
4.4	7.1	Versicolor
7.4	6.2	Versicolor
6.9	4.3	Versicolor
3.7	6.1	Virginica
5.7	3.9	Versicolor
5.0	6.0	Versicolor
3.8	2.7	Setosa
4.4	5.0	Setosa
3.4	1.4	Setosa
7.8	8.5	Virginica
6.6	3.5	Setosa
7.6	4.5	Setosa
4.9	3.6	Setosa
6.0	4.3	Setosa
4.6	3.9	Setosa
5.8	4.8	Versicolor
7.8	1.9	Setosa
3.0	8.7	Virginica
5.0	6.9	Versicolor
7.8	8.2	Virginica
